Gender_F,Race_BLACK,Age_at_Release_18-22,Age_at_Release_23-27,Age_at_Release_28-32,Age_at_Release_33-37,Age_at_Release_38-42,Age_at_Release_43-47,Age_at_Release_48 or older,Gang_Affiliated,Prior_Arrest_Episodes_Felony_high,Prior_Arrest_Episodes_Property_high,Prior_Arrest_Episodes_Drug_high,Prior_Conviction_Episodes_Felony_high,Percent_Days_Employed,Jobs_Per_Year,Avg_Days_per_DrugTest,DrugTests_Cocaine_Positive,Delinquency_Reports_high,Supervision_Risk_Score_First,Recidivism_Within_3years
False,True,False,False,False,False,True,False,False,False,1,1,1,1,0.0,0.0,671.5,0.0,1,9.0,False
False,False,False,False,False,False,True,False,False,True,1,1,0,1,0.0,0.0,75.4,0.0,1,4.0,True
False,False,False,False,False,False,True,False,False,False,1,1,0,1,0.714828897,0.694391635,105.2,0.0,0,9.0,True
True,False,False,False,False,False,False,False,True,False,1,1,0,1,0.0,0.0,62.5,0.0,1,4.0,False
True,False,False,False,False,False,False,True,False,False,1,1,0,1,0.950764007,0.620118846,49.08333333,0.0,0,1.0,True
False,False,False,False,False,True,False,False,False,False,1,0,0,0,0.961148649,0.616976351,39.46666667,0.0,0,7.0,False
False,True,False,False,False,False,False,True,False,False,1,0,0,0,0.0,0.0,219.5,0.0,0,2.0,True
False,False,False,False,False,False,True,False,False,False,1,1,0,1,0.0,0.0,482.0,0.0,1,7.0,True
False,True,False,False,False,True,False,False,False,False,1,0,0,0,0.0,0.0,19.017173245,0.002850718,1,4.0,True
False,True,False,False,False,False,False,True,False,False,1,0,0,1,0.0,0.0,21.64285714,0.0,0,3.0,False
False,True,False,False,False,False,True,False,False,False,1,0,1,0,1.0,1.042082739,233.6666667,0.0,0,5.0,True
False,True,False,False,False,False,True,False,False,False,1,0,0,0,0.771830986,1.0,59.16666667,0.0,0,3.0,False
False,True,False,False,False,True,False,False,False,False,1,0,1,1,0.170011806,0.431227863,564.6666667,0.0,0,7.0,True
False,False,False,False,False,False,False,True,False,False,1,0,1,1,0.615902141,0.223394495,34.78723404,0.0,1,1.0,False
False,False,False,False,False,False,False,True,False,False,1,1,1,1,0.369897959,0.931760204,65.33333333,0.166666672,1,3.0,True
False,True,False,False,False,False,False,False,True,False,1,0,0,0,0.944193062,0.550904977,66.3,0.100000001,1,2.0,False
False,False,False,False,False,False,True,False,False,False,0,0,0,0,1.0,0.375385406,81.08333333,0.0,0,4.0,False
False,True,False,False,False,True,False,False,False,True,1,0,1,1,0.098054475,0.56848249,85.66666667,0.0,0,5.0,False
False,False,False,False,False,True,False,False,False,False,1,0,0,1,0.193693694,0.822635135,74.0,0.0,1,9.0,True
True,False,False,False,False,False,False,False,True,False,0,0,0,0,0.341614907,0.648181012,140.875,0.0,0,8.0,False
False,False,False,False,False,False,False,False,True,False,1,0,0,0,1.0,3.0,38.71428571,0.0,1,4.0,False
False,False,False,False,False,True,False,False,False,False,1,0,0,0,1.0,2.456838565,29.73333333,0.0,0,5.0,False
False,True,False,False,False,True,False,False,False,False,1,0,0,0,1.0,0.645318021,283.0,0.0,0,5.0,False
False,True,False,False,False,True,False,False,False,False,1,0,0,0,0.0,0.0,110.0,0.0,1,7.0,True
False,True,False,False,False,False,True,False,False,False,1,1,0,1,0.933810376,0.326699463,186.3333333,0.0,1,8.0,False
False,True,False,False,False,False,False,False,True,False,1,0,1,1,0.890868597,0.610105791,85.52380952,0.0,0,5.0,False
False,True,False,False,False,True,False,False,False,False,1,0,0,1,0.0,0.0,72.5,0.0,0,5.0,True
False,False,False,False,False,False,False,True,False,False,1,0,0,0,0.0,0.0,8.846153846,0.0,0,3.0,True
False,True,False,False,False,False,False,False,True,False,1,0,0,0,1.0,2.0,5.4,0.0,0,5.0,False
False,True,False,False,False,True,False,False,False,False,1,1,1,1,1.0,2.760075567,66.16666667,0.0,0,4.0,True
False,True,False,False,False,True,False,False,False,False,0,0,0,0,0.727979275,1.892487047,193.0,0.5,0,4.0,False
False,True,False,False,False,False,True,False,False,False,1,0,0,0,1.0,0.835812357,437.0,0.0,0,9.0,False
False,False,False,False,False,True,False,False,False,False,1,0,0,1,1.0,1.270434783,33.82352941,0.0,1,4.0,True
False,True,False,False,False,False,True,False,False,False,1,0,0,0,0.045501551,0.377714581,96.7,0.0,0,6.0,True
False,False,False,False,False,False,False,False,True,False,1,0,0,0,0.966183575,0.220561594,127.3846154,0.0,0,5.0,False
False,False,False,False,False,True,False,False,False,False,1,1,0,1,0.735135135,2.0,13.21428571,0.0,0,10.0,True
False,True,False,False,False,True,False,False,False,False,1,0,0,0,0.0,0.0,35.69230769,0.0,0,3.0,False
False,True,False,False,False,True,False,False,False,False,1,0,0,0,0.449222324,0.668344007,30.36111111,0.0,1,5.0,True
False,True,False,False,False,False,True,False,False,False,1,0,0,1,0.0,0.0,160.2,0.0,0,5.0,True
False,True,False,False,False,False,True,False,False,False,1,0,0,1,0.97235023,1.0,36.16666667,0.166666672,0,4.0,True
False,True,False,False,False,True,False,False,False,False,1,0,0,0,0.384761905,1.391428571,52.5,0.0,0,6.0,False
False,True,False,False,False,True,False,False,False,True,1,0,1,1,0.369320957,0.356863703,157.4615385,0.0,1,7.0,True
False,True,False,False,False,True,False,False,False,True,1,0,0,0,0.922010399,1.266031196,144.25,0.0,1,7.0,True
False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.011494253,0.246957404,295.8,0.0,1,8.0,True
False,True,False,False,False,False,True,False,False,False,1,0,1,0,0.981660232,0.352557915,47.09090909,0.0,0,7.0,False
False,True,False,False,False,True,False,False,False,False,1,0,1,1,0.639401935,0.321240106,35.53125,0.0,0,8.0,True
False,True,False,False,True,False,False,False,False,False,1,0,0,0,0.925837321,0.873803828,139.3333333,0.0,0,4.0,True
False,True,False,False,True,False,False,False,False,False,1,0,1,0,0.0,0.0,191.0,0.5,1,5.0,True
False,True,False,False,False,False,False,False,True,False,1,0,0,0,0.98240866,0.494248985,49.26666667,0.200000003,0,2.0,False
False,True,False,False,False,True,False,False,False,False,1,0,0,0,0.0,0.0,140.0,0.0,0,5.0,True
True,False,False,False,False,False,False,True,False,False,1,1,1,1,0.0,0.0,25.250779342,0.002826764,0,6.0,True
True,True,False,False,False,False,True,False,False,False,1,0,0,0,0.0,0.0,24.66666667,0.0,0,3.0,False
False,False,False,False,False,True,False,False,False,False,1,0,0,1,0.0,0.0,186.0,0.0,0,5.0,True
False,False,False,False,False,True,False,False,False,False,1,1,0,1,0.38869258,1.720848057,7.342164518,0.00077791,1,7.0,True
False,False,False,False,False,True,False,False,False,False,1,1,0,1,1.0,1.042578497,105.1,0.0,1,9.0,True
False,True,False,False,False,True,False,False,False,False,1,0,1,1,0.994652406,1.0,23.375,0.0,0,9.0,True
False,True,False,False,False,False,False,True,False,False,1,1,1,1,0.0,0.0,120.1666667,0.0,1,10.0,False
False,True,False,False,False,False,True,False,False,False,1,1,1,0,0.0,0.0,20.55555556,0.055555556,0,6.0,True
False,False,False,False,False,False,True,False,False,False,1,0,0,0,0.061023622,1.437992126,12.7,0.0,0,5.0,True
False,True,False,False,False,True,False,False,False,False,1,1,0,0,0.0,0.0,169.5,0.0,0,4.0,True
False,True,False,False,True,False,False,False,False,False,1,0,1,0,0.717391304,1.0,107.867110406,6.6e-08,0,5.0,False
False,True,False,False,True,False,False,False,False,False,1,0,0,1,1.0,2.82046332,44.91075508,0.021599535,0,5.0,False
False,True,False,False,False,True,False,False,False,False,1,0,1,1,0.996438746,0.260149573,20.95522388,0.0,1,6.0,False
False,True,False,False,False,True,False,False,False,False,1,1,1,0,0.77861549,0.751028101,132.6363636,0.090909094,0,5.0,True
False,True,False,False,False,False,False,True,False,False,0,0,0,0,0.920618557,0.376546392,38.8,0.0,0,2.0,False
False,True,False,False,False,False,True,False,False,False,0,0,0,0,0.985396384,0.507997218,57.52,0.0,1,3.0,False
False,True,False,False,False,False,False,False,True,False,1,0,0,0,0.974496644,0.490268456,62.08333333,0.0,0,2.0,False
False,True,False,False,False,False,False,False,True,False,1,1,0,1,0.0,0.0,27.46666667,0.06666667,0,4.0,False
False,True,False,False,False,True,False,False,False,False,1,0,1,0,0.356568365,0.48961126,93.25,0.125,0,8.0,True
False,False,False,False,False,False,False,False,True,False,1,0,1,1,0.120933522,0.516619519,471.3333333,0.0,1,5.0,False
False,True,False,False,False,False,True,False,False,False,1,1,1,1,0.37012987,1.0,7.0,0.0,0,3.0,True
False,True,False,False,False,True,False,False,False,False,1,0,0,0,1.0,0.48473789,150.7,0.0,0,5.0,False
False,True,False,True,False,False,False,False,False,True,0,0,0,0,0.090073529,1.342830882,77.71428571,0.0,0,6.0,True
False,False,False,False,False,False,False,False,True,False,1,1,0,0,0.0,0.0,45.9,0.0,1,2.0,False
False,False,False,False,False,True,False,False,False,False,1,1,0,1,1.0,5.049539171,36.16666667,0.0,0,7.0,False
False,True,False,False,False,False,False,False,True,False,1,0,0,0,0.0,0.0,10.2,0.0,0,2.0,False
False,False,False,False,False,False,True,False,False,False,1,0,0,0,1.0,1.0,12.32142857,0.0,1,7.0,True
False,True,False,False,False,False,False,False,True,False,1,1,1,1,0.0,0.0,27.14285714,0.0,1,5.0,False
False,True,False,False,True,False,False,False,False,False,1,0,0,0,0.0,0.0,232.3333333,0.0,1,9.0,True
False,True,False,False,False,True,False,False,False,False,0,0,0,0,0.197381672,0.735649547,52.26315789,0.105263159,1,9.0,True
False,False,False,False,False,True,False,False,False,False,1,1,0,0,1.0,2.0,90.33333333,0.0,1,10.0,True
False,True,False,False,False,True,False,False,False,False,0,0,0,0,1.0,0.637991266,127.2222222,0.0,0,6.0,True
False,True,False,False,True,False,False,False,False,True,1,1,0,1,0.361788618,1.0,30.75,0.125,1,9.0,True
False,False,False,False,False,True,False,False,False,False,1,0,0,1,0.937360179,0.817114094,34.38461538,0.0,0,7.0,True
False,True,False,False,False,False,True,False,False,False,1,0,1,0,0.0,0.0,90.290877565,0.0,0,5.0,True
False,True,False,False,True,False,False,False,False,False,1,1,1,0,0.0,0.0,143.0,0.0,0,8.0,True
False,True,False,False,False,True,False,False,False,False,1,0,1,1,1.0,1.974324324,111.0,0.0,0,5.0,True
False,False,False,False,True,False,False,False,False,False,1,0,0,1,0.070098576,0.200027382,608.6666667,0.0,1,1.0,True
False,False,False,False,False,True,False,False,False,False,1,0,1,1,1.0,1.702797203,22.57894737,0.0,1,10.0,False
True,False,False,False,True,False,False,False,False,False,1,0,0,1,0.0,0.0,46.8,0.0,0,7.0,True
False,True,False,False,True,False,False,False,False,True,1,0,1,1,0.988636364,1.0,8.8,0.100000001,1,8.0,True
False,False,False,False,True,False,False,False,False,False,1,0,0,1,0.707920792,1.0,95.674676626,9.0432e-05,0,6.0,True
False,True,False,False,True,False,False,False,False,False,0,0,0,0,0.0,0.0,70.66666667,0.0,0,9.0,True
False,True,False,False,False,False,False,False,True,False,1,0,1,1,1.0,1.0,30.5,0.125,0,4.0,True
False,True,False,False,False,True,False,False,False,False,1,1,0,1,0.0,0.0,66.8,0.200000003,0,5.0,True
False,True,False,False,True,False,False,False,False,False,1,0,0,0,0.105834464,0.991180461,43.35294118,0.0,0,6.0,True
False,False,False,False,False,True,False,False,False,False,1,1,0,1,0.439678284,0.97922252,74.6,0.0,0,7.0,True
False,True,False,False,True,False,False,False,False,False,1,0,0,0,0.708180708,1.783882784,51.1875,0.0,0,8.0,False
False,True,False,False,True,False,False,False,False,False,1,0,0,0,1.0,0.569812793,183.1428571,0.0,0,9.0,False
False,True,False,False,True,False,False,False,False,True,1,0,0,0,1.0,0.643612335,31.52777778,0.0,1,8.0,False
False,True,False,False,True,False,False,False,False,False,1,0,0,0,0.676470588,1.0,34.0,0.0,0,7.0,True
True,False,False,False,True,False,False,False,False,True,1,0,0,1,0.287128713,0.452042079,53.86666667,0.0,1,10.0,True
False,True,False,False,False,True,False,False,False,True,1,0,0,0,0.052132701,0.865521327,44.712928893,8.91e-07,1,5.0,True
False,True,False,False,True,False,False,False,False,False,1,0,0,0,0.080620155,0.56627907,322.5,0.0,0,7.0,True
False,False,False,False,False,True,False,False,False,False,1,0,0,0,0.234899329,1.225671141,198.6666667,0.0,1,6.0,True
False,False,False,False,True,False,False,False,False,False,1,0,0,0,0.689495604,0.507056918,7.717857143,0.0,1,4.0,False
False,False,False,False,False,False,False,True,False,False,1,0,0,0,0.0,0.0,111.3,0.0,1,4.0,True
False,False,False,False,False,False,False,False,True,False,1,1,0,1,0.840848806,0.968832891,31.41666667,0.0,0,5.0,True
True,False,False,False,False,False,False,False,True,False,1,0,1,1,0.845794393,0.85338785,47.55555556,0.0,0,6.0,False
True,False,False,False,False,False,False,False,True,False,1,1,1,0,0.0,0.0,108.4,0.0,0,4.0,True
False,True,False,False,False,False,False,False,True,False,1,1,1,1,1.0,2.0,68.0,0.0,1,8.0,True
False,True,False,False,False,False,False,False,True,False,1,0,0,1,0.929245283,0.861438679,212.0,0.0,0,3.0,False
False,False,False,False,False,False,False,False,True,False,1,1,0,1,0.337310195,0.396149675,115.25,0.0,1,10.0,True
False,True,False,False,False,False,False,False,True,False,1,1,1,1,0.0,0.0,301.821726743,0.006276232,0,7.0,True
False,True,False,False,False,False,False,True,False,False,1,1,0,0,0.261057692,0.351201923,297.1428571,0.285714298,0,7.0,True
False,False,False,False,False,False,False,True,False,False,1,1,0,1,0.757217227,0.518575485,50.30952381,0.0,0,8.0,False
False,True,False,False,False,False,False,True,False,False,1,1,0,1,0.0,0.0,80.4,0.0,1,5.0,False
False,False,False,False,False,False,False,False,True,False,0,0,0,0,1.0,1.0,54.25,0.0,0,2.0,False
False,True,False,False,False,False,False,True,False,False,1,1,1,1,0.016556291,0.151179636,172.5714286,0.0,1,4.0,True
False,True,False,False,False,False,False,True,False,False,1,1,0,1,0.0,0.0,12.33333333,0.0,1,9.0,True
False,False,False,False,False,False,False,True,False,False,1,1,0,1,0.981861199,0.576104101,39.625,0.0,1,5.0,False
False,True,False,False,False,False,False,True,False,False,1,1,0,1,1.0,2.0,141.5,0.0,1,5.0,True
False,True,False,False,False,False,True,False,False,False,1,0,1,1,0.998946259,0.38487882,59.3125,0.0,0,9.0,False
False,False,False,False,False,False,False,True,False,True,1,0,0,0,0.986046512,1.698837209,61.42857143,0.0,1,6.0,True
False,True,False,False,False,False,True,False,False,False,1,0,1,1,0.0,0.0,15.16666667,0.0,0,5.0,True
False,True,False,False,False,False,False,True,False,False,1,1,0,1,0.957446809,1.0,43.847191809,0.008310581,0,3.0,True
False,True,False,False,False,False,False,True,False,False,1,1,1,1,0.0,0.0,115.5,0.5,0,8.0,True
False,True,False,False,False,False,True,False,False,False,1,0,0,1,0.333529412,0.644558824,39.53488372,0.023255814,1,7.0,True
True,False,False,False,False,False,True,False,False,False,1,1,0,0,0.618651893,2.360803324,21.66,0.0,1,9.0,False
False,True,False,False,False,False,True,False,False,False,1,1,0,1,1.0,1.265300231,78.72727273,0.090909094,1,5.0,True
False,True,False,False,False,False,False,True,False,False,1,1,1,1,0.987903226,2.0,27.55555556,0.0,0,9.0,False
False,False,False,False,False,False,False,True,False,False,1,0,0,0,1.0,0.592938312,308.0,0.0,0,4.0,False
True,True,False,False,False,False,False,False,True,False,1,1,0,1,0.931407942,2.0,55.4,0.0,0,7.0,False
False,True,False,True,False,False,False,False,False,False,1,0,0,1,0.0,0.0,29.0,0.0,1,7.0,True
False,True,False,False,False,False,True,False,False,False,1,0,0,1,0.013767209,0.457133917,399.5,0.0,1,6.0,True
False,False,False,False,False,False,True,False,False,False,1,0,0,0,0.989035088,0.400493421,30.4,0.0,1,4.0,False
False,True,False,False,False,False,True,False,False,False,1,0,0,1,0.0,0.0,73.5,0.0,0,3.0,True
False,False,False,False,False,False,False,False,True,False,1,1,1,1,1.0,0.375771605,121.5,0.0,0,1.0,False
False,False,False,False,False,False,True,False,False,False,1,0,1,1,0.524404086,1.243757094,44.05,0.0,0,6.0,True
True,True,False,False,False,False,True,False,False,False,1,1,0,1,1.0,2.161242604,63.375,0.0,0,9.0,False
True,True,False,False,False,False,True,False,False,False,1,1,0,0,0.522258415,0.396579805,307.0,0.0,1,5.0,False
False,False,False,False,False,False,False,False,True,False,1,0,0,0,0.735632184,0.167931034,42.64705882,0.0,1,4.0,False
False,True,False,False,False,False,False,True,False,False,1,1,0,0,0.034482759,1.0,145.0,0.5,1,9.0,True
False,True,False,True,False,False,False,False,False,True,0,0,0,0,0.0,0.0,9.896551724,0.0,1,9.0,True
False,False,False,False,False,True,False,False,False,False,1,1,0,1,0.0,0.0,9.5625,0.0,1,10.0,True
False,False,False,False,False,True,False,False,False,False,1,0,1,0,0.0,0.0,29.0,0.0,1,10.0,True
False,True,False,False,False,True,False,False,False,False,1,1,0,1,1.0,2.0,99.5,0.0,0,7.0,True
False,True,False,False,False,True,False,False,False,False,1,0,0,0,1.0,0.772198732,65.674497766,0.0087185,0,8.0,False
False,False,False,False,False,False,True,False,False,False,1,1,0,1,0.906077348,0.224217311,81.45,0.0,0,9.0,False
False,False,False,False,False,False,True,False,False,False,1,1,0,0,0.946859903,2.0,11.642391007,2.3602e-05,0,5.0,False
False,False,False,False,False,True,False,False,False,True,1,1,0,1,0.765267176,1.394083969,16.375,0.0,1,8.0,True
False,True,False,False,False,True,False,False,False,False,1,0,0,0,0.098720293,0.66773309,66.456158271,0.002846091,0,7.0,True
False,True,False,False,False,False,False,True,False,False,1,0,0,0,0.442622951,1.0,20.33333333,0.0,0,3.0,False
False,False,False,False,False,True,False,False,False,False,1,1,0,1,0.0,0.0,53.33333333,0.0,1,8.0,True
False,True,False,False,False,True,False,False,False,True,1,1,0,1,0.0,0.0,10.7,0.0,0,9.0,True
False,False,False,False,False,True,False,False,False,False,1,1,0,1,0.0,0.0,95.5,0.0,0,5.0,True
False,False,False,False,False,True,False,False,False,False,1,0,0,0,0.753026634,0.884382567,137.6666667,0.0,0,3.0,True
False,False,False,False,False,False,True,False,False,False,1,0,0,0,0.879679144,1.953208556,26.71428571,0.0,0,2.0,True
False,False,False,False,False,True,False,False,False,False,1,1,0,1,0.889530686,0.263718412,26.63461538,0.0,0,10.0,False
False,True,False,False,False,True,False,False,False,False,1,0,0,1,0.0,0.0,28.71428571,0.0,0,4.0,False
False,True,False,False,False,False,False,False,True,True,1,1,1,1,0.0,0.0,35.177354412,0.002270802,1,6.0,True
False,True,False,False,False,True,False,False,False,False,1,1,0,1,1.0,2.0,47.5,0.0,0,8.0,True
False,True,False,False,False,True,False,False,False,False,1,0,1,0,0.961325967,1.0,36.2,0.0,1,4.0,False
False,True,False,False,False,True,False,False,False,False,1,0,1,0,1.0,1.267129228,576.5,0.0,0,6.0,False
False,True,False,False,False,True,False,False,False,False,1,0,1,0,1.0,0.645888594,282.75,0.0,0,5.0,True
False,True,False,False,False,True,False,False,False,False,1,1,0,1,1.0,1.95844504,33.90909091,0.0,0,6.0,True
False,False,False,False,False,False,True,False,False,False,1,0,0,1,0.0,0.0,27.71428571,0.0,1,10.0,True
False,True,False,False,False,False,False,True,False,False,1,1,0,1,0.428346457,0.57519685,30.23809524,0.0,0,8.0,True
False,True,False,False,False,False,True,False,False,False,0,0,0,0,0.999315068,0.500342466,21.79104478,0.0,0,5.0,False
False,True,False,False,False,False,False,False,True,False,1,0,0,0,0.0,0.0,49.0,0.0,0,2.0,False
False,True,False,False,False,False,False,False,True,False,1,0,0,0,0.0,0.0,55.14285714,0.0,0,2.0,False
False,False,False,False,False,False,False,False,True,False,1,0,0,0,1.0,2.0,78.0,0.0,0,3.0,False
False,False,False,False,False,True,False,False,False,True,1,1,0,1,1.0,2.0,5.411764706,0.0,0,4.0,True
False,True,False,False,False,True,False,False,False,False,1,1,0,1,0.07250996,0.291035857,209.1666667,0.0,1,7.0,True
True,True,False,False,False,False,True,False,False,False,1,1,0,1,0.0,0.0,173.3333333,0.0,0,6.0,False
False,False,False,False,False,False,False,True,False,False,1,0,1,1,0.0,0.0,64.9,0.0,0,6.0,True
False,True,False,False,False,True,False,False,False,True,1,0,0,0,0.860994103,1.230834035,49.45833333,0.041666668,0,7.0,False
False,False,False,False,False,True,False,False,False,False,1,0,0,0,1.0,3.0,17.5,0.0,0,10.0,False
True,False,False,False,False,False,False,True,False,False,1,1,1,1,0.987421384,0.76572327,28.05882353,0.0,0,6.0,True
False,True,False,False,False,True,False,False,False,False,1,0,1,1,1.0,1.675458716,218.0,0.0,0,7.0,False
True,False,False,False,False,False,False,False,True,False,1,0,0,0,1.0,1.57775378,55.976572849,0.000616794,0,3.0,False
False,False,False,False,False,True,False,False,False,False,1,0,0,0,0.958093673,0.300123254,152.125,0.0,0,4.0,False
True,True,False,False,False,True,False,False,False,False,1,0,0,0,0.706521739,1.13431677,117.0909091,0.0,0,7.0,False
False,False,False,False,False,True,False,False,False,False,1,0,0,0,0.0,0.0,79.0,0.0,0,5.0,True
False,False,False,False,False,True,False,False,False,False,1,0,0,0,0.0,0.0,1059.0,0.0,1,8.0,True
False,False,False,False,True,False,False,False,False,True,1,1,0,0,0.46799431,0.519559033,28.12,0.0,1,10.0,True
False,True,False,False,False,True,False,False,False,True,1,1,0,1,0.702517162,0.835812357,87.4,0.200000003,1,1.0,True
True,True,False,False,False,False,True,False,False,False,1,1,0,0,0.038901602,0.208953089,437.0,0.25,0,5.0,True
False,False,False,False,False,True,False,False,False,False,0,0,0,0,1.0,0.251549587,32.26666667,0.0,0,5.0,False
False,True,False,False,False,True,False,False,False,True,1,0,0,0,0.826347305,0.729041916,29.47058824,0.0,1,4.0,True
False,False,False,False,False,False,True,False,False,False,1,0,0,0,0.915467626,0.65692446,34.75,0.0,0,3.0,True
False,False,False,False,True,False,False,False,False,False,1,0,0,0,0.997429306,0.938946015,29.92307692,0.0,0,7.0,True
False,True,False,False,False,True,False,False,False,False,1,0,0,1,0.0,0.0,16.25,0.0,1,5.0,True
False,True,False,False,False,True,False,False,False,False,1,0,0,0,0.250724638,0.529347826,37.2972973,0.0,1,5.0,False
False,True,False,False,False,False,True,False,False,False,1,0,0,0,0.27611336,0.295748988,51.45833333,0.0,1,6.0,True
False,False,False,False,False,True,False,False,False,False,0,0,0,0,0.0,0.0,98.5,0.0,0,3.0,True
False,False,False,False,False,True,False,False,False,False,1,0,0,0,1.0,1.877892031,64.83333333,0.0,0,6.0,True
True,False,False,False,False,True,False,False,False,False,1,0,0,0,1.0,2.473476298,15.27586207,0.0,0,9.0,False
True,False,False,False,False,True,False,False,False,False,1,0,0,0,1.0,1.985054348,20.44444444,0.0,0,9.0,False
False,False,False,False,False,True,False,False,False,False,1,0,0,1,0.926582278,0.924683544,35.90909091,0.0,0,5.0,True
False,False,False,False,False,False,True,False,False,False,0,1,0,0,0.939484127,1.087053571,84.0,0.0,0,7.0,False
False,True,False,False,False,False,True,False,False,False,1,0,1,1,1.0,1.537894737,18.26923077,0.0,0,3.0,True
False,False,False,False,True,False,False,False,False,False,1,0,1,1,1.0,1.06954612,75.88888889,0.0,0,9.0,True
False,False,False,False,False,False,False,False,True,False,1,0,1,1,0.0,0.0,73.0,0.0,1,4.0,False
False,True,False,False,False,False,False,True,False,False,0,1,0,0,0.330935252,1.0,129.457994336,0.005012173,0,3.0,True
False,True,False,False,False,False,True,False,False,False,0,0,0,0,0.327160494,1.0,40.5,0.0,0,3.0,False
False,True,False,False,False,True,False,False,False,False,1,0,0,0,0.917314488,0.258127208,88.4375,0.0,0,8.0,False
False,False,False,False,False,False,False,False,True,False,1,0,0,0,0.4859375,0.570703125,25.6,0.0,0,3.0,True
False,True,False,False,False,False,True,False,False,False,1,0,1,0,0.081761006,0.626500858,46.02631579,0.105263159,1,9.0,False
False,False,False,False,False,False,False,False,True,False,0,0,0,0,0.986413043,0.992527174,11.68253968,0.0,0,4.0,False
False,False,False,False,True,False,False,False,False,False,1,0,0,0,0.856677524,1.0,11.37037037,0.0,1,6.0,False
True,True,False,False,True,False,False,False,False,False,0,0,1,0,0.907865169,0.410393258,74.808890903,1.8086e-05,0,5.0,False
False,False,False,False,False,True,False,False,False,False,0,0,0,1,0.0,0.0,30.11111111,0.0,1,4.0,False
False,True,False,False,True,False,False,False,False,False,1,0,0,1,0.893333333,1.0,45.0,0.0,1,8.0,True
False,True,False,False,False,True,False,False,False,False,1,0,1,1,0.447284345,1.0,28.45454545,0.0,1,10.0,True
False,True,False,False,False,True,False,False,False,True,1,0,0,1,0.987179487,1.0,78.0,0.0,0,9.0,True
False,True,False,False,False,True,False,False,False,False,1,0,1,0,0.959234609,0.303868552,46.23076923,0.0,0,7.0,False
False,False,False,False,False,True,False,False,False,False,1,0,1,0,0.133027523,0.335091743,363.3333333,0.0,0,7.0,True
False,False,False,False,False,False,True,False,False,False,1,0,0,0,0.0,0.0,76.5,0.0,1,4.0,False
False,True,False,False,False,False,False,True,False,False,1,1,1,0,0.0,0.0,34.35,0.050000001,0,5.0,True
False,True,False,False,False,True,False,False,False,False,0,0,0,0,1.0,1.892487047,42.88888889,0.0,0,4.0,True
False,True,False,False,False,True,False,False,False,False,1,0,1,0,0.652880355,1.079025111,35.63157895,0.0,0,5.0,False
False,True,False,False,False,False,True,False,False,False,1,0,1,0,0.720881427,0.383263379,79.41666667,0.0,0,4.0,False
True,False,False,False,False,True,False,False,False,True,1,0,0,0,0.0,0.0,73.66666667,0.0,1,8.0,False
False,False,False,False,False,False,False,False,True,False,1,0,0,0,1.0,0.995231608,275.25,0.0,0,3.0,False
True,False,False,False,True,False,False,False,False,False,0,0,0,0,0.502688172,0.490927419,744.0,0.0,0,8.0,True
False,False,False,False,False,True,False,False,False,False,1,1,0,1,0.176721079,0.518452803,140.9,0.0,0,4.0,True
False,False,False,False,True,False,False,False,False,False,0,0,0,0,1.0,1.951121795,9.852631579,0.0,0,5.0,False
False,True,False,False,False,False,False,True,False,False,0,0,0,0,1.0,1.432352941,74.917694518,0.014393237,0,2.0,False
False,True,False,False,True,False,False,False,False,False,0,0,0,0,1.0,2.750376506,25.53846154,0.0,0,5.0,True
True,False,False,False,False,True,False,False,False,False,1,0,0,0,0.0,0.0,71.5,0.0,1,9.0,True
False,False,False,False,False,False,False,True,False,False,1,1,0,1,0.0,0.0,35.41666667,0.0,1,7.0,True
False,False,False,False,False,True,False,False,False,False,1,0,0,0,0.995469989,0.827293318,44.15,0.0,1,6.0,True
False,True,False,False,False,True,False,False,False,False,1,0,0,0,0.868347339,0.341036415,107.1,0.0,0,4.0,True
False,False,False,False,False,False,False,True,False,False,0,0,0,0,1.0,1.64527027,28.95652174,0.0,1,3.0,False
False,False,False,False,True,False,False,False,False,False,1,0,1,0,0.031545741,0.28805205,57.919998741,2.245e-06,0,5.0,True
True,True,False,False,False,False,False,True,False,False,1,0,0,0,0.970285021,0.221497878,412.25,0.25,0,3.0,False
True,False,False,False,False,False,True,False,False,False,1,0,0,0,0.0,0.0,8.536585366,0.0,1,9.0,False
False,False,False,False,False,False,False,True,False,False,1,1,0,0,0.0,0.0,23.0,0.0,0,4.0,True
True,True,False,False,False,True,False,False,False,False,1,1,0,1,0.81933439,0.289421553,252.4,0.0,0,4.0,False
False,True,False,False,True,False,False,False,False,False,1,0,0,0,0.138888889,1.0,10.28571429,0.0,0,10.0,True
False,True,False,False,False,False,True,False,False,False,1,0,0,0,0.917127072,2.0,45.25,0.0,0,4.0,True
False,False,False,False,False,True,False,False,False,False,0,0,1,0,0.653327889,0.447427521,59.73170732,0.0,0,8.0,False
False,False,False,False,True,False,False,False,False,False,0,0,0,0,0.499464094,0.3914791,44.42857143,0.0,0,9.0,True
False,True,False,False,True,False,False,False,False,False,0,0,0,0,0.793478261,2.0,61.33333333,0.0,0,7.0,False
False,False,False,False,False,True,False,False,False,False,1,1,0,1,0.803617571,1.887596899,27.64285714,0.0,1,7.0,True
