ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,Gang_Affiliated_Missing,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,DrugTests_Cocaine_Positive_Missing,DrugTests_Meth_Positive_Missing,DrugTests_Other_Positive_Missing
2127,M,BLACK,48 or older,25,False,5.0,Standard,High School Diploma,0,Violent/Non-Sex,More than 3 years,2,2,2,0,0,0,False,False,0,0,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,108.495154933,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,1,0,1,0,0,0,0
2128,M,BLACK,48 or older,6,False,5.0,Standard,At least some college,3 or more,,1-2 years,10 or more,6 or more,2,5 or more,3,5 or more,False,False,3 or more,2,True,3 or more,0,True,False,False,False,True,True,False,True,False,False,False,False,0,0,0,2,46.6,0.0,0.0,0.0,0.0,0.845493562,2.0,False,True,True,False,False,0,0,0,0,0,0,0
2129,M,BLACK,33-37,5,False,7.0,High,At least some college,3 or more,Drug,1-2 years,10 or more,4,0,1,5 or more,4,False,True,0,3,False,0,2 or more,False,False,False,True,False,True,False,True,False,False,False,False,0,1,1,0,15.66666667,0.166666672,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
2130,M,BLACK,38-42,6,False,6.0,High,Less than HS diploma,3 or more,Other,More than 3 years,10 or more,6 or more,0,5 or more,5 or more,2,False,True,3 or more,2,False,1,2 or more,True,False,True,False,False,True,False,False,False,False,False,False,0,6,0,3 or more,31.47399196,0.071428575,0.0,0.0,0.0,,,False,False,False,False,False,1,0,1,0,0,0,0
2131,M,BLACK,48 or older,5,False,10.0,Standard,High School Diploma,0,,Less than 1 year,10 or more,6 or more,3 or more,5 or more,2,5 or more,False,True,3 or more,4 or more,True,3 or more,2 or more,False,False,True,False,False,True,False,False,False,False,False,False,0,0,0,0,16.4,0.200000003,0.200000003,0.200000003,0.400000006,0.0,0.0,True,True,True,False,False,0,0,0,0,0,0,0
2132,M,WHITE,38-42,6,False,5.0,High,High School Diploma,0,Drug,1-2 years,10 or more,3,3 or more,2,5 or more,5 or more,True,True,3 or more,3,True,1,2 or more,False,True,False,True,False,True,True,False,False,False,False,False,4 or more,0,0,3 or more,60.84615385,0.0,0.0,0.07692308,0.0,0.0,0.0,False,True,False,False,True,1,0,0,0,0,0,0
2133,F,BLACK,38-42,18,False,6.0,Standard,High School Diploma,3 or more,Property,1-2 years,4,5,0,5 or more,0,3,False,False,2,1,False,2,0,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,141.46027591,,5.2556e-05,0.028468933,0.016948331,0.0,0.0,False,False,False,False,False,0,1,1,1,1,1,1
2134,M,BLACK,48 or older,6,False,1.0,Standard,At least some college,3 or more,Property,Less than 1 year,6,4,0,5 or more,0,2,False,False,1,2,False,2,0,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,100.329271076,,0.02116544,0.021065146,0.006086806,0.77260274,1.0,False,False,False,False,False,1,0,1,1,1,1,1
2135,M,BLACK,48 or older,8,False,5.0,High,Less than HS diploma,0,Property,Greater than 2 to 3 years,10 or more,6 or more,1,5 or more,2,4,False,False,3 or more,2,False,3 or more,1,True,False,False,True,False,True,True,False,False,False,False,False,0,10 or more,3 or more,0,29.73333333,0.0,0.06666667,0.0,0.0,0.477578475,1.637892377,False,True,False,False,True,0,0,0,0,0,0,0
2136,M,WHITE,43-47,14,False,9.0,Specialized,At least some college,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,0,5 or more,1,5 or more,False,True,3 or more,4 or more,False,3 or more,0,True,False,False,False,False,True,True,False,False,True,True,True,3,5,1,1,43.27777778,0.0,0.0,0.0,0.055555556,0.198973042,1.40661104,False,True,False,False,True,1,0,0,0,0,0,0
2137,M,BLACK,48 or older,4,False,2.0,,Less than HS diploma,3 or more,,Greater than 2 to 3 years,9,5,3 or more,3,4,0,False,False,1,2,True,1,1,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,152.964803813,0.02923543,1.09e-07,,,1.0,0.323516386,False,False,False,False,False,0,0,1,1,1,1,1
2138,M,BLACK,33-37,17,False,5.0,High,High School Diploma,1,Property,Less than 1 year,7,4,2,1,3,5 or more,True,False,2,3,True,0,2 or more,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,,0.107253224,0.012278464,,0.000221222,0.818181818,2.0,False,True,False,True,False,1,0,1,1,1,1,1
2139,M,BLACK,28-32,4,False,6.0,High,Less than HS diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,5,2,2,2,0,1,False,False,2,1,True,1,0,True,False,False,False,False,False,True,True,False,False,False,True,0,0,0,1,170.0,0.0,0.0,0.0,0.0,0.979411765,0.537132353,False,False,False,False,False,1,0,0,0,0,0,0
2140,F,BLACK,48 or older,21,False,10.0,Standard,At least some college,0,Property,1-2 years,10 or more,6 or more,2,5 or more,0,4,False,False,3 or more,4 or more,True,3 or more,0,True,False,False,False,False,True,True,False,False,False,False,False,0,10 or more,0,2,39.15,0.0,0.0,0.0,0.050000001,1.0,1.399425287,False,False,False,False,False,0,1,0,0,0,0,0
2141,M,BLACK,38-42,8,False,4.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,2,0,2,0,0,0,False,True,1,0,True,0,0,False,False,True,False,False,False,True,False,False,False,False,False,0,0,0,2,71.64,0.0,0.0,0.0,0.0,0.893355667,0.815745394,False,False,False,False,False,0,0,0,0,0,0,0
2142,M,WHITE,43-47,18,False,6.0,Specialized,High School Diploma,1,Violent/Sex,More than 3 years,1,0,1,0,0,0,False,False,0,0,True,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0,10 or more,0,0,37.41935484,0.0,0.0,0.0,0.0,0.886206897,0.944612069,False,False,False,False,False,0,0,0,0,0,0,0
2143,M,BLACK,48 or older,1,False,7.0,High,Less than HS diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,1,3,True,True,3 or more,2,True,3 or more,0,False,False,True,False,False,False,True,True,True,True,True,False,4 or more,10 or more,3 or more,2,29.16981132,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0
2145,M,BLACK,48 or older,5,False,7.0,High,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,False,False,1,0,True,0,0,False,False,False,False,False,True,False,True,False,True,False,True,4 or more,10 or more,1,3 or more,87.80952381,0.142857149,0.190476194,0.0,0.0,0.187093275,0.198074837,True,False,False,False,False,0,0,0,0,0,0,0
2146,M,BLACK,48 or older,7,False,5.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,3,1,1,1,0,0,False,True,2,1,True,1,0,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,1,203.536835101,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,1,0,1,0,0,0,0
2147,M,WHITE,38-42,4,True,1.0,Standard,High School Diploma,2,Property,Greater than 2 to 3 years,10 or more,6 or more,0,5 or more,3,5 or more,False,False,3 or more,4 or more,False,3 or more,2 or more,True,False,False,True,False,False,False,False,False,False,False,False,4 or more,0,0,2,50.297758445,0.080923509,0.008285954,0.044538468,0.010678081,0.0,0.0,False,True,False,True,False,1,0,1,1,1,1,1
2148,M,BLACK,28-32,2,False,10.0,Specialized,Less than HS diploma,0,Other,1-2 years,6,6 or more,3 or more,0,4,2,False,True,3 or more,3,True,0,2 or more,True,False,True,False,False,True,True,False,False,True,False,False,4 or more,10 or more,0,2,19.48484848,0.151515156,0.0,0.0,0.0,0.768273717,1.136080871,False,False,False,False,False,1,0,0,0,0,0,0
2149,M,BLACK,43-47,20,False,5.0,Standard,High School Diploma,0,Violent/Non-Sex,More than 3 years,4,0,1,0,0,0,False,True,2,0,True,0,0,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,157.957972245,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,1,0,1,0,0,0,0
2150,M,WHITE,48 or older,25,False,4.0,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,9,6 or more,3 or more,3,1,5 or more,True,False,3 or more,4 or more,True,2,1,True,True,False,False,False,True,True,True,False,False,False,False,0,5,0,0,450.5,0.0,0.0,0.0,0.0,0.149833518,0.405382908,False,True,True,False,False,1,0,0,0,0,0,0
2151,M,BLACK,28-32,18,False,10.0,Specialized,Less than HS diploma,3 or more,Property,More than 3 years,8,2,0,4,2,5 or more,False,True,2,2,False,1,1,True,False,False,True,False,True,True,False,False,False,False,False,0,8,3 or more,0,57.5,0.5,0.5,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
2152,M,BLACK,38-42,5,False,4.0,Specialized,Less than HS diploma,0,Drug,More than 3 years,4,3,2,1,1,1,False,False,2,1,False,0,1,False,False,True,True,False,False,False,False,False,False,False,False,0,0,0,3 or more,40.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
2153,M,BLACK,48 or older,18,False,5.0,Specialized,High School Diploma,0,Drug,More than 3 years,10 or more,2,0,0,5 or more,1,False,False,3 or more,0,False,0,2 or more,True,False,False,False,False,True,False,False,False,True,False,False,0,10 or more,3 or more,0,307.6,0.0,0.200000003,0.0,0.0,0.487646294,0.47496749,True,True,False,True,False,1,0,0,0,0,0,0
2154,M,BLACK,28-32,4,True,4.0,Standard,At least some college,1,Other,Less than 1 year,3,3,2,0,1,4,True,True,1,1,True,0,1,False,True,False,False,False,True,False,False,False,False,False,False,0,5,0,0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
2155,M,BLACK,48 or older,21,False,3.0,Specialized,At least some college,1,Violent/Sex,More than 3 years,3,0,0,1,0,1,False,False,0,0,False,0,0,False,False,False,False,False,False,False,True,False,False,False,False,2,10 or more,2,2,112.8,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,True,0,0,0,0,0,0,0
2156,M,BLACK,23-27,10,True,10.0,Specialized,High School Diploma,3 or more,Other,1-2 years,3,0,0,1,0,1,False,False,0,0,False,0,0,False,False,False,True,False,True,True,False,False,False,False,False,0,7,1,1,28.33333333,0.111111112,0.0,0.0,0.0,0.290196078,1.0,False,True,True,False,False,1,0,0,0,0,0,0
2158,M,WHITE,38-42,12,False,4.0,Standard,Less than HS diploma,0,Drug,Greater than 2 to 3 years,10 or more,6 or more,3 or more,2,5 or more,5 or more,True,True,3 or more,4 or more,True,0,0,True,True,True,False,False,True,True,True,False,True,False,False,4 or more,10 or more,3 or more,1,12.73809524,0.047619049,0.0,0.023809524,0.071428575,1.0,2.048130841,False,False,False,False,False,1,0,0,0,0,0,0
2160,M,BLACK,48 or older,20,False,5.0,Standard,Less than HS diploma,0,Property,1-2 years,10 or more,5,0,5 or more,1,3,False,True,3 or more,4 or more,False,3 or more,1,False,False,True,False,False,True,True,False,False,False,False,False,0,0,0,0,193.111097426,0.284718648,,0.041077621,0.022800193,0.0,0.0,False,True,False,True,False,0,0,1,1,1,1,1
2161,M,BLACK,43-47,25,False,3.0,,High School Diploma,0,Drug,1-2 years,7,6 or more,1,3,4,5 or more,True,False,2,1,False,2,1,False,False,False,False,False,True,False,False,False,False,False,False,0,10 or more,0,1,196.375,0.0,0.0,0.0,0.0,0.176320815,0.464990452,False,True,False,True,False,1,0,0,0,0,0,0
2162,M,BLACK,33-37,18,True,8.0,Specialized,Less than HS diploma,3 or more,Property,1-2 years,10 or more,6 or more,3 or more,5 or more,3,3,False,False,3 or more,3,True,1,1,True,False,False,False,False,True,True,True,False,False,False,False,4 or more,0,0,2,694.5,0.0,0.0,0.0,0.0,0.99712023,0.525917927,False,False,False,False,False,0,0,0,0,0,0,0
2163,M,BLACK,38-42,18,False,4.0,Standard,Less than HS diploma,3 or more,Drug,Greater than 2 to 3 years,10 or more,0,0,0,5 or more,4,False,False,3 or more,0,False,0,2 or more,True,False,False,True,False,True,True,False,False,False,False,False,0,0,0,1,118.890435868,0.0,0.0,0.0,0.0,,,False,False,False,False,False,1,0,1,0,0,0,0
2164,M,BLACK,33-37,20,False,8.0,High,Less than HS diploma,3 or more,Property,Less than 1 year,3,4,2,1,3,1,False,False,1,3,True,0,2 or more,True,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,89.4,0.0,0.0,0.0,0.0,1.0,0.817114094,False,False,False,False,False,0,0,0,0,0,0,0
2165,M,BLACK,43-47,9,False,10.0,Standard,Less than HS diploma,2,Property,More than 3 years,10 or more,6 or more,2,5 or more,1,5 or more,False,False,3 or more,4 or more,False,3 or more,1,True,False,False,False,True,True,False,False,False,False,False,False,4 or more,5,0,0,54.08333333,0.0,0.0,0.0,0.0,1.0,0.562788906,False,False,False,False,False,1,0,0,0,0,0,0
2166,M,WHITE,33-37,24,False,8.0,High,High School Diploma,1,Other,Greater than 2 to 3 years,10 or more,6 or more,2,3,4,4,True,True,3 or more,1,False,0,2 or more,True,False,False,True,False,False,False,False,False,False,False,False,0,6,0,2,60.83333333,0.166666672,0.0,0.166666672,0.0,1.0,3.0,False,True,True,False,False,1,0,0,0,0,0,0
2167,M,BLACK,33-37,2,False,5.0,Standard,High School Diploma,3 or more,,More than 3 years,10 or more,6 or more,2,0,5 or more,0,True,True,3 or more,4 or more,False,0,2 or more,False,False,False,False,False,True,True,False,False,False,False,False,2,6,0,1,33.62962963,0.0,0.0,0.0,0.0,0.531938326,0.402257709,False,False,False,False,False,1,0,0,0,0,0,0
2168,M,BLACK,33-37,24,False,4.0,Standard,Less than HS diploma,0,Drug,Greater than 2 to 3 years,6,5,1,1,5 or more,2,False,False,2,2,False,0,2 or more,False,False,False,False,False,True,True,False,False,False,False,False,1,7,0,2,41.24324324,0.054054055,0.0,0.0,0.0,0.857798165,1.914809961,False,False,False,False,False,0,0,0,0,0,0,0
2169,M,BLACK,28-32,25,False,6.0,Specialized,Less than HS diploma,3 or more,Violent/Sex,Greater than 2 to 3 years,9,6 or more,3 or more,2,0,5 or more,True,True,2,4 or more,True,0,0,True,True,True,False,False,False,False,True,True,False,True,False,3,0,0,1,102.5454545,0.0,0.0,0.0,0.0,0.792553191,0.971409574,False,True,False,False,True,1,0,0,0,0,0,0
2171,M,WHITE,43-47,17,False,10.0,Specialized,High School Diploma,1,Drug,Greater than 2 to 3 years,10 or more,6 or more,0,5 or more,5 or more,4,False,True,3 or more,4 or more,False,3 or more,1,True,False,True,False,False,True,False,False,False,False,False,False,0,10 or more,0,1,19.15789474,0.0,0.0,0.0,0.0,0.005494505,0.668956044,True,False,False,False,False,1,0,0,0,0,0,0
2172,M,BLACK,43-47,11,False,10.0,Specialized,Less than HS diploma,0,Property,Greater than 2 to 3 years,10 or more,4,1,5 or more,0,2,False,False,3 or more,0,False,3 or more,0,False,False,False,True,False,False,True,False,False,False,False,False,0,0,0,2,305.8333333,0.0,0.0,0.0,0.0,0.043051771,0.199046322,False,True,True,False,False,1,0,0,0,0,0,0
2173,M,BLACK,48 or older,5,False,10.0,Specialized,At least some college,1,Property,Greater than 2 to 3 years,10 or more,2,0,5 or more,2,1,False,False,3 or more,0,False,3 or more,1,False,False,False,True,True,False,False,False,False,False,False,False,3,6,0,3 or more,70.4,0.0,0.0,0.0,0.0,1.0,1.383522727,False,True,False,False,True,1,0,0,0,0,0,0
2174,M,BLACK,43-47,21,False,8.0,High,Less than HS diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,1,5 or more,2,5 or more,False,False,3 or more,4 or more,False,3 or more,1,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,3 or more,39.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
2175,M,WHITE,48 or older,13,False,6.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,4,5 or more,True,True,3 or more,4 or more,True,1,1,True,True,True,False,True,True,True,True,False,False,False,False,0,6,0,0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0
2176,M,WHITE,38-42,16,False,9.0,Standard,High School Diploma,0,Other,1-2 years,10 or more,2,3 or more,4,5 or more,5 or more,False,True,2,2,True,1,2 or more,True,False,True,True,True,True,True,False,False,False,False,False,2,0,0,0,,0.562576406,0.0184168,,0.011961572,0.0,0.0,False,True,True,False,False,1,0,1,1,1,1,1
2177,M,BLACK,38-42,18,False,1.0,Standard,Less than HS diploma,3 or more,,More than 3 years,6,6 or more,3 or more,1,1,5 or more,True,True,1,4 or more,False,1,1,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,82.07142857,0.0,0.071428575,0.0,0.0,0.617928634,0.635770235,False,False,False,False,False,1,0,0,0,0,0,0
2178,M,WHITE,43-47,20,False,3.0,,At least some college,2,Property,Less than 1 year,4,0,0,4,0,0,False,False,2,0,False,2,0,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,1,168.108819417,0.095536722,0.002529628,,1.7e-08,1.0,1.0,False,False,False,False,False,1,0,1,1,1,1,1
2179,M,BLACK,48 or older,8,False,2.0,,Less than HS diploma,1,,Less than 1 year,10 or more,2,2,5 or more,3,0,False,True,2,0,True,1,1,False,False,False,False,False,True,True,False,False,False,False,False,0,7,0,0,37.90909091,0.0,0.090909094,0.0,0.0,0.273381295,1.751798561,True,True,True,False,False,1,0,0,0,0,0,0
2180,M,BLACK,43-47,18,False,9.0,Specialized,Less than HS diploma,0,Property,Greater than 2 to 3 years,10 or more,5,0,5 or more,2,5 or more,False,False,3 or more,4 or more,False,3 or more,1,True,False,False,True,False,True,True,True,False,False,False,False,2,0,0,0,68.4,0.0,0.200000003,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
2181,M,BLACK,43-47,20,False,5.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,9,1,1,2,3,2,False,True,3 or more,1,True,1,2 or more,False,False,True,True,False,True,True,False,False,False,False,False,4 or more,0,0,1,7.510791367,0.057553958,0.028776979,0.0,0.0,0.9348659,0.349856322,True,True,False,False,True,1,0,0,0,0,0,0
2182,M,BLACK,33-37,21,False,9.0,Specialized,High School Diploma,1,Other,1-2 years,7,6 or more,0,4,2,5 or more,False,False,3 or more,1,False,2,1,True,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,107.0,0.200000003,0.0,0.0,0.0,1.0,1.365420561,False,False,False,False,False,1,0,0,0,0,0,0
2183,M,BLACK,48 or older,6,False,2.0,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,0,5 or more,3,5 or more,False,False,3 or more,4 or more,True,3 or more,0,True,False,False,False,True,True,False,True,False,False,False,False,0,0,0,0,95.785313971,0.01368881,0.002624229,7.3529e-05,,1.0,3.794805195,False,True,True,False,False,1,0,1,1,1,1,1
2184,M,WHITE,38-42,4,False,8.0,High,High School Diploma,2,Property,Greater than 2 to 3 years,4,4,3 or more,2,1,1,True,False,1,2,True,2,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,331.2,0.0,0.0,0.0,0.0,0.966183575,0.661684783,False,False,False,False,False,1,0,0,0,0,0,0
2185,F,BLACK,33-37,1,False,6.0,High,At least some college,3 or more,Violent/Non-Sex,More than 3 years,1,0,0,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,27.66666667,0.0,0.0,0.0,0.0,1.0,2.0,False,False,False,False,False,0,1,0,0,0,0,0
2186,M,WHITE,48 or older,25,False,4.0,Standard,At least some college,2,Violent/Non-Sex,More than 3 years,6,6 or more,2,1,2,5 or more,True,False,2,4 or more,False,1,1,True,False,False,False,False,False,False,False,False,False,False,False,4 or more,0,0,1,134.0,0.0,0.0,0.0,0.0,0.875621891,0.90858209,False,True,False,False,True,1,0,0,0,0,0,0
2187,M,BLACK,43-47,22,False,4.0,,High School Diploma,0,Property,Less than 1 year,10 or more,6 or more,2,5 or more,2,4,False,False,3 or more,4 or more,True,3 or more,2 or more,True,False,False,False,False,True,False,False,False,False,True,True,1,0,0,0,40.97643623,0.19501109,0.023904736,0.082726587,0.040845987,0.475247525,3.0,False,True,True,False,False,0,0,1,1,1,1,1
2336,M,WHITE,38-42,3,True,5.0,Standard,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,3,2,2,3,0,0,False,False,1,1,True,1,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,217.0,0.0,0.0,0.0,0.0,1.0,1.122119816,False,False,False,False,False,0,0,0,0,0,0,0
2188,M,BLACK,33-37,11,False,9.0,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,10 or more,5,3 or more,5 or more,0,4,False,True,1,0,True,3 or more,0,False,False,True,False,False,True,True,False,False,True,False,True,2,0,3 or more,1,92.5,1.0,0.0,0.0,0.0,0.783783784,1.0,False,True,True,False,False,0,0,0,0,0,0,0
2189,M,BLACK,33-37,2,False,9.0,Specialized,Less than HS diploma,3 or more,,1-2 years,10 or more,6 or more,0,2,5 or more,5 or more,False,True,1,4 or more,False,0,2 or more,True,False,False,False,False,True,True,True,False,False,False,False,0,10 or more,1,0,22.68,0.159999996,0.0,0.0,0.0,0.957671958,0.644179894,False,False,False,False,False,1,0,0,0,0,0,0
2190,M,BLACK,48 or older,8,False,2.0,Specialized,At least some college,3 or more,Violent/Sex,More than 3 years,7,2,0,3,1,2,False,True,1,1,False,0,1,False,False,False,False,False,True,False,True,True,True,False,False,4 or more,10 or more,3 or more,0,28.02380952,0.0,0.0,0.0,0.0,0.679694138,0.310322855,True,False,False,False,False,1,0,0,0,0,0,0
2191,M,BLACK,33-37,7,True,6.0,Specialized,High School Diploma,2,Violent/Non-Sex,1-2 years,7,1,2,0,3,3,True,False,3 or more,0,False,0,2 or more,True,False,False,False,False,False,False,True,True,True,True,False,0,2,0,1,68.8,0.200000003,0.0,0.0,0.0,1.0,2.0,False,True,True,False,False,1,0,0,0,0,0,0
2192,F,BLACK,48 or older,11,True,,Standard,At least some college,3 or more,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,0,5 or more,1,5 or more,False,False,3 or more,4 or more,False,3 or more,0,True,False,False,False,False,True,False,True,False,False,False,False,0,0,0,1,2.774065785,0.112888266,0.0,0.000888937,0.099139715,0.988,1.0,False,True,False,True,False,1,1,1,1,1,1,1
2193,M,WHITE,33-37,12,False,10.0,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,5,0,0,4,0,1,False,False,1,0,False,3 or more,0,False,False,False,False,True,True,True,True,False,False,False,False,0,0,0,1,75.4,0.0,0.0,0.0,0.0,1.0,1.937665782,False,False,False,False,False,1,0,0,0,0,0,0
2194,M,BLACK,28-32,12,False,6.0,High,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,2,2,2,0,0,1,False,True,1,0,True,0,0,False,False,True,False,False,True,True,True,True,True,True,False,0,7,1,2,18.35416667,0.0,0.0,0.0,0.0,0.610669694,1.243757094,False,True,False,False,True,0,0,0,0,0,0,0
2195,M,BLACK,48 or older,22,False,5.0,,Less than HS diploma,1,Drug,Greater than 2 to 3 years,10 or more,2,3 or more,5 or more,1,5 or more,False,False,3 or more,1,True,3 or more,1,False,False,False,False,False,True,True,False,False,False,False,False,0,10 or more,2,0,42.16666667,0.0,0.166666672,0.0,0.0,0.454545455,1.0,False,True,True,False,False,1,0,0,0,0,0,0
2196,M,WHITE,33-37,22,True,3.0,,Less than HS diploma,1,Property,Less than 1 year,10 or more,4,1,5 or more,2,5 or more,False,False,2,1,False,2,1,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,2,103.945378322,0.036827248,3.2e-08,0.002801288,0.000480973,1.0,4.0,False,True,False,True,False,1,0,1,1,1,1,1
2197,M,BLACK,28-32,2,True,7.0,High,High School Diploma,0,Drug,1-2 years,10 or more,1,0,5 or more,4,5 or more,False,False,3 or more,3,False,3 or more,2 or more,True,False,False,True,True,True,False,False,False,False,False,True,4 or more,2,2,1,42.17647059,0.0,0.117647059,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
2198,M,WHITE,33-37,17,False,6.0,High,High School Diploma,2,Drug,Less than 1 year,7,2,1,1,4,2,False,False,3 or more,1,True,0,2 or more,True,False,False,False,False,True,False,False,False,False,True,False,0,6,0,0,42.5625,0.0,0.0,0.0,0.0,0.331864905,0.536343612,False,True,True,False,False,1,0,0,0,0,0,0
2199,M,WHITE,48 or older,12,False,5.0,,High School Diploma,0,Property,1-2 years,10 or more,6 or more,1,5 or more,4,5 or more,False,True,3 or more,4 or more,False,3 or more,1,True,False,True,False,True,True,True,True,False,False,False,False,0,4,0,1,,0.11452871,0.000669722,0.000975126,,1.0,2.0,True,True,False,True,False,1,0,1,1,1,1,1
2200,M,WHITE,48 or older,9,True,6.0,High,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,4,0,3 or more,0,0,0,False,True,3 or more,0,True,1,0,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,1,48.16666667,0.0,0.0,0.0,0.0,0.712802768,0.758304498,False,False,False,False,False,1,0,0,0,0,0,0
2201,M,BLACK,43-47,22,False,9.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,3 or more,5 or more,0,5 or more,True,False,2,4 or more,True,3 or more,0,True,True,False,False,True,True,False,True,False,False,False,False,0,9,0,1,48.2,0.0,0.0,0.0,0.200000003,0.0,0.0,True,True,True,False,False,1,0,0,0,0,0,0
2202,M,WHITE,48 or older,12,False,6.0,High,High School Diploma,3 or more,Property,1-2 years,7,6 or more,1,5 or more,0,5 or more,False,False,1,4 or more,False,3 or more,0,True,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,87.782882681,,0.000176063,0.003579772,,0.949044586,1.0,False,True,False,True,False,1,0,1,1,1,1,1
2203,M,BLACK,38-42,15,False,7.0,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,4,0,3 or more,1,0,0,False,True,1,0,True,0,0,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,78.85714286,0.0,0.0,0.0,0.0,0.824275362,0.661684783,True,True,False,True,False,0,0,0,0,0,0,0
