AgeatRelease1822,PriorArrestEpisodesDrughigh,PriorConvictionEpisodesFelonyhigh,JobsPerYear,AvgDaysperDrugTest
0,0,0,0.947470817,39.294546324
0,1,0,3.0,20.6
0,0,0,0.984501348,185.5
0,0,1,0.416476625,67.46153846
0,0,0,2.627697842,83.4
0,0,0,0.341674462,178.1666667
0,0,0,0.904830718,24.22
0,1,1,0.0,73.57609618
0,0,0,0.168395574,542.25
0,0,0,0.0,87.6
0,0,1,0.320394737,162.8571429
0,0,1,0.0,11.89855072
0,0,0,0.287598425,66.84210526
0,0,0,1.768765133,206.5
0,1,0,0.0,48.94117647
0,0,0,0.748463115,44.36363636
0,0,1,1.487780041,70.14285714
0,1,1,0.871718377,52.375
0,0,0,2.0,181.5
0,1,0,0.510839161,286.0
0,0,1,1.814906832,23.0
0,0,0,0.989837398,123.0
0,0,1,1.0,35.125
0,1,1,0.0,26.41666667
0,0,0,0.0,170.990610527
0,0,1,1.509297521,96.8
0,0,1,1.0,115.6666667
0,0,0,0.234585742,141.5454545
0,0,0,0.438212358,277.8333333
0,0,0,0.652232143,25.45454545
0,0,0,0.969690265,24.41160254
0,1,1,2.456838565,40.54545455
0,0,0,0.629741379,25.77777778
0,0,0,0.946243523,64.33333333
0,0,0,0.272982063,191.1428571
0,0,0,0.311381074,195.5
0,0,0,0.0,469.6666667
0,0,1,0.603719008,20.16666667
0,1,1,0.98582996,18.525
0,0,0,0.0,111.4
0,1,1,0.0,10.6
0,0,0,0.256315789,237.5
0,0,1,0.0,35.6
0,0,1,1.531446541,19.875
0,0,0,0.620645709,60.35897436
0,0,1,0.0,95.2
0,0,0,0.461174242,15.23076923
0,0,0,0.238881622,35.55813953
0,0,0,1.469818913,124.25
0,0,1,2.0,173.0
0,0,1,0.0,95.018766736
0,0,1,0.948701299,64.16666667
0,0,0,0.0,100.1666667
0,0,0,1.350776627,135.2
0,0,0,1.0,36.302574849
0,1,0,0.0,6.214285714
0,0,0,0.0,151.3333333
0,1,1,0.0,260.796833759
0,0,0,3.0,28.44444444
0,1,0,2.218117409,20.58333333
0,0,1,0.0,185.2857143
0,0,0,0.294319098,37.60606061
0,0,0,0.316507799,115.4
0,0,0,0.0,6.133333333
0,0,0,1.0,9.80952381
0,0,1,0.0,36.23529412
0,0,1,0.304883139,149.75
0,0,0,2.0,18.0
0,0,1,1.0,70.4
0,0,1,0.0,52.42857143
0,0,0,0.643045775,40.57142857
0,1,0,0.851398601,61.28571429
0,0,1,0.913125,80.0
0,0,0,0.0,49.0
0,0,1,3.0,11.07692308
0,0,1,0.497277059,31.93478261
0,1,1,0.861438679,30.28571429
0,0,0,0.0,26.0
0,0,0,1.0,8.0
0,0,0,1.0,10.45
0,0,1,0.284241245,116.8181818
0,0,1,1.394083969,65.5
0,0,0,0.0,133.047532782
0,0,0,1.0,85.559138487
0,0,0,2.0,14.44444444
0,0,0,0.0,57.0
0,1,0,0.0,173.495154217
0,1,0,1.95844504,18.65
0,0,0,0.0,47.3
0,1,0,0.0,20.85714286
0,0,1,0.797489083,50.88888889
0,0,1,0.0,107.6
0,0,1,1.939380531,31.38888889
0,0,0,0.0,140.0
0,0,0,0.968832891,68.54545455
0,0,0,0.424709302,107.5
0,0,0,0.636324042,32.8
0,0,1,1.0,119.0
0,0,0,0.0,84.4
0,0,0,4.058333333,11.02040816
0,0,0,1.0,47.0
0,0,1,1.0,109.6666667
0,0,1,0.956151832,34.72727273
0,0,1,2.0,30.625
0,0,1,1.892487047,59.886809152
0,0,0,0.839655172,25.58823529
0,0,1,1.0,8.9
0,0,1,0.627038627,582.5
0,0,1,4.0,66.8
0,0,1,0.685915493,27.30769231
0,0,0,0.222577697,273.5
0,1,0,0.927030457,157.6
0,0,1,0.799234136,45.7
0,0,1,0.675138632,67.625
0,1,0,0.618020305,295.5
0,0,0,0.0,9.111111111
0,0,1,0.929389313,14.03571429
0,0,0,2.0,226.0
0,1,0,0.653398927,55.9
0,0,0,1.014583333,127.0588235
0,1,1,0.859411765,25.5
0,1,1,0.0,111.5
0,0,0,0.811666667,90.0
0,1,1,0.923514539,131.8333333
0,0,0,0.0,82.57142857
0,0,0,3.0,15.77777778
0,0,0,0.0,86.6
0,0,0,0.0,56.71428571
0,0,1,0.0,130.8333333
1,0,0,0.813474388,44.9
0,0,0,1.710772834,47.44444444
0,0,1,0.0,29.52631579
0,0,1,0.217669845,186.4444444
0,0,0,0.0,42.0
0,0,0,0.638548951,71.5
0,0,0,1.0,18.22222222
0,0,0,2.0,53.33333333
0,0,0,0.0,76.2
0,0,0,0.0,3.0
0,0,0,0.827293318,51.94117647
0,0,0,0.73937247,16.46666667
0,1,0,1.0,6.820512821
0,0,1,0.0,52.28571429
0,0,0,0.0,20.18181818
0,0,1,0.0,146.0
0,1,0,0.0,59.33333333
0,0,0,1.927440633,29.15384615
0,0,1,1.307577566,209.5
0,0,0,1.509297521,23.04761905
0,1,0,1.0,177.5
0,1,1,0.533211679,342.5
0,0,1,1.120398773,130.4
0,0,1,2.548255814,53.75
0,1,1,0.586276083,103.8333333
0,1,0,0.257037298,41.79411765
0,0,0,2.1915,23.80952381
0,0,0,1.0,66.4
0,0,1,0.0,147.1666667
0,0,0,0.834857143,62.5
0,0,0,0.0,46.25
0,0,0,0.152377972,239.7
0,1,0,0.21612426,338.0
0,0,1,0.694391635,175.3333333
0,0,1,0.40993266,38.73913043
0,0,0,0.596813725,306.0
0,0,0,1.0,3.166666667
0,0,0,1.489296636,39.24
0,0,0,0.568040435,71.44444444
0,1,1,0.0,42.61538462
0,0,0,1.0,33.0
0,0,1,0.0,9.140350877
0,0,0,0.895220588,15.11111111
0,0,0,0.0,27.33333333
0,0,0,0.520299145,140.4
0,0,1,0.852392065,285.6666667
0,1,1,0.0,325.0
0,0,1,0.0,15.90909091
0,0,0,0.634665508,44.26923077
0,0,0,2.0,17.78947368
0,0,0,0.422254335,61.78571429
0,0,0,0.444884287,136.8333333
0,0,0,0.91084788,40.1
0,1,1,0.0,6.875
0,1,1,0.0,8.25
0,0,0,0.451204447,179.8888889
0,0,0,0.0,39.0
0,1,0,0.29719284,68.27777778
0,0,0,0.0,53.75
0,0,1,0.720414201,72.42857143
0,0,0,1.0,15.55555556
0,0,1,0.953655352,76.6
0,0,0,0.615417018,91.30769231
0,0,1,0.304628857,109.0
0,0,0,0.0,408.5
0,0,1,0.901851852,101.25
0,0,0,0.0,75.0
0,0,0,2.341346154,78.0
0,1,1,0.805698529,75.55555556
0,0,0,0.0,15.77777778
0,0,0,0.572043853,41.19354839
0,1,1,1.0,19.75
0,0,1,0.0,22.0
0,0,1,1.002745367,182.125
0,0,1,0.672651934,31.94117647
0,1,1,1.564239829,93.4
0,1,1,0.0,38.66666667
0,0,0,1.0,52.75
0,0,0,0.0,3.125
0,0,0,1.0,29.0
0,0,0,1.508051197,80.73333333
0,1,1,3.488062756,36.65
0,1,0,0.901851852,81.0
0,0,1,0.970119522,251.0
0,0,1,1.0,53.0
0,0,1,0.0,44.28571429
0,0,0,1.0,168.5
0,1,1,0.0,17.28571429
0,0,0,2.0,100.3333333
0,1,0,0.306932773,148.75
0,0,0,0.0,43.09090909
0,0,1,0.0,193.0
0,0,1,1.588043478,376.296036877
0,0,0,2.685661765,181.3333333
0,0,0,0.0,35.08333333
0,1,0,0.648756661,112.6
0,0,0,1.830827068,23.47058824
0,0,0,2.0,8.0
0,0,0,0.625428082,106.1818182
0,0,0,0.0,34.33333333
0,1,1,0.0,47.0
0,0,1,0.830113636,24.44444444
0,0,1,0.268961708,679.0
0,0,0,0.0,150.5
0,0,0,0.817114094,223.5
0,0,0,0.802747253,65.0
0,0,1,0.0,121.5
0,0,0,0.603719008,24.2
0,0,0,0.0,73.25
0,1,0,0.0,132.2222222
0,0,0,0.0,6.0
0,1,1,0.184005038,165.4166667
0,0,0,0.790584416,462.0
0,0,0,0.533211679,57.08333333
0,0,1,0.0,30.0
0,1,0,1.664009112,176.783208166
0,0,0,1.437992126,67.73333333
0,0,1,0.0,5.938461538
0,0,0,0.917713568,36.18181818
0,0,0,0.0,403.0
0,0,0,0.0,36.8
0,0,0,2.83873057,9.65
0,0,0,0.600410959,912.5
0,0,0,0.0,27.33333333
0,0,0,0.249829001,731.0
0,0,0,1.550955414,52.33333333
0,0,0,1.956696429,186.6666667
0,0,0,1.0,33.7
0,0,0,4.0,8.2
0,0,0,1.0,12.21428571
0,1,0,0.0,32.16666667
0,0,1,1.219532554,46.07692308
0,0,0,2.418874172,37.75
0,0,0,1.0,22.72727273
0,0,1,0.271561338,122.2727273
0,0,1,1.0,9.222222222
0,0,0,0.264673913,49.28571429
0,0,1,0.964993395,63.08333333
0,0,0,0.753481176,60.59375
0,1,0,0.455992509,240.3
0,0,0,0.0,32.1
0,0,1,1.087053571,59.29411765
0,0,1,0.40359116,36.2
0,0,1,1.0,16.142934373
0,1,0,0.0,17.0
0,0,1,0.0,83.6
0,0,0,0.0,149.0
0,1,0,0.753092784,60.625
0,1,1,0.798360656,366.0
0,0,0,0.0,25.53333333
0,0,0,3.0,117.0
0,0,0,1.648984199,110.75
0,0,0,0.397659227,183.7
0,0,1,1.664009112,12.54285714
0,0,0,1.0,25.78571429
0,0,0,0.630829016,115.8
0,0,1,0.678063119,29.92592593
0,0,0,0.984501348,35.395237114
0,0,0,1.0,23.54545455
0,0,0,0.961184211,38.0
0,0,0,0.34360301,265.75
0,0,1,0.643045775,189.3333333
0,0,0,1.0,160.0
0,0,1,0.586276083,207.6666667
0,1,0,0.0,38.93333333
0,0,1,1.0,24.4
0,0,1,0.423478261,55.024306344
0,0,1,1.413870968,33.69565217
0,0,1,2.809615385,48.75
0,0,0,0.317332754,230.2
0,0,0,0.0,3.711790393
0,0,0,0.828231293,14.7
0,1,1,1.0,45.71428571
0,0,1,1.0,172.5
0,1,1,2.0,170.5
0,0,0,0.483134921,30.85714286
0,0,0,0.597790507,611.0
0,0,0,1.035289116,25.56521739
0,0,0,0.0,26.75
0,1,1,0.0,97.33333333
0,0,1,0.53011611,187.9090909
0,0,1,2.0,35.2
0,0,1,0.454291045,201.0
0,0,0,1.877892031,35.36363636
0,0,0,1.0,21.0
0,0,1,1.756009615,118.8571429
0,0,0,0.668956044,273.0
0,0,0,0.895220588,37.09090909
0,0,1,1.0,60.8
0,0,0,0.0,140.351856958
0,0,0,0.863475177,70.5
0,0,1,0.0,12.74509804
0,1,1,0.0,25.68888889
0,0,0,0.0,411.0
0,0,1,0.0,74.868748973
0,0,0,0.0,44.41666667
0,0,0,2.0,23.33333333
0,0,0,0.425203725,78.09090909
0,0,0,0.0,112.0
0,0,1,0.0,132.125
0,0,0,1.0,26.66666667
0,0,1,0.745408163,44.54545455
0,0,0,2.82046332,28.306456329
0,0,0,1.0,25.75
0,0,0,0.0,240.375
0,0,0,0.0,96.33333333
0,0,0,0.0,19.5
0,0,0,0.0,46.5
0,0,1,0.0,17.5
0,0,0,1.937665782,83.77777778
0,0,1,0.0,48.0
0,0,0,2.0,52.593160198
0,1,0,0.629198966,58.05
0,0,1,0.0,39.76
0,0,0,0.0,4.833333333
0,0,1,0.878004808,15.40740741
0,0,0,0.984501348,37.1
0,0,0,0.0,21.42857143
0,0,0,2.11534749,47.09090909
0,0,0,1.108497724,17.81081081
0,0,1,0.599753695,121.8
0,0,0,0.0,44.65
0,0,1,0.0,20.7
0,0,0,0.0,67.88888889
0,0,0,3.0,31.5
0,1,1,0.0,31.8
1,0,0,0.976604278,42.596124631
0,1,0,0.915413534,44.33333333
0,0,1,1.0,15.5
0,0,1,0.937740693,389.5
0,1,0,1.584598698,25.61111111
0,0,0,0.0,35.2
0,0,0,0.0,50.36363636
0,0,1,0.0,32.0
0,0,1,0.480592105,44.70588235
0,1,1,0.281394453,86.53333333
0,0,1,1.0,23.745780414
0,0,0,0.582535885,152.497927411
0,0,0,0.40071311,47.97368421
0,0,1,0.0,166.4
0,0,0,1.0,48.5
0,0,0,2.0,7.0
0,0,1,0.0,179.0
0,1,1,0.0,13.8
0,0,1,0.0,50.2
0,0,0,0.274006002,666.5
0,0,1,0.65692446,55.6
0,0,1,0.531659389,62.45454545
0,0,0,2.0,55.8
0,0,1,0.0,18.75
0,0,0,0.0,61.27272727
0,0,0,0.0,88.2
0,0,0,0.0,9.6875
0,0,0,2.0,108.3333333
0,0,1,1.0,18.88888889
0,0,0,1.208436725,28.78571429
0,0,0,2.0,98.66666667
0,0,1,2.0,37.0
0,0,0,1.0,48.2
0,0,1,2.0,14.25
0,0,0,0.0,84.75
0,0,0,1.0,63.6
0,0,0,0.335091743,155.7142857
0,0,0,0.0,41.69230769
0,1,0,0.272574627,89.33333333
0,0,1,1.51242236,96.6
0,0,1,0.341036415,97.36363636
0,0,0,1.054112554,24.75
0,0,0,4.0,21.38461538
0,0,0,0.906327543,201.5
0,0,1,0.0,71.933598478
0,0,0,1.0,52.496985784
0,0,1,0.495590231,276.933586862
0,0,0,2.969512195,123.0
0,0,0,0.837729358,8.074074074
0,1,0,0.351539942,46.172194572
0,1,0,0.0,73.4
0,0,0,1.509297521,44.0
0,0,0,1.304464286,186.6666667
0,1,0,1.632402235,111.875
0,1,0,2.608928571,20.0
0,0,1,0.0,32.94444444
0,1,0,0.0,200.166630018
0,0,0,0.628116939,145.375
0,0,0,0.445426829,26.4516129
0,0,1,0.824492099,88.6
0,0,0,0.318439407,143.375
0,0,0,1.0,54.33333333
0,0,0,0.352217936,1037.0
0,0,0,1.720172684,25.48
0,0,0,2.0,90.33333333
0,0,1,2.0,110.0
0,1,0,0.59006462,103.1666667
0,0,0,0.839655172,8.529411765
0,0,0,0.0,36.4
0,1,0,3.643391521,10.28205128
0,0,0,1.0,238.88981586
0,0,1,2.0,40.5
0,0,0,0.85840188,85.1
0,0,1,3.0,58.25
0,0,0,1.0,32.18181818
0,0,0,0.0,38.5
0,0,0,0.0,17.33333333
0,0,0,1.002516011,546.5
0,0,1,0.0,26.33333333
0,0,0,0.787176724,58.0
0,0,0,0.0,56.33333333
0,0,0,0.0,21.5
0,0,0,0.0,33.83333333
0,0,0,0.0,88.0
0,1,0,1.0,32.66666667
0,1,1,0.332045455,57.89473684
0,0,0,0.0,57.11111111
0,0,0,0.0,165.75
0,0,0,1.922368421,38.0
0,0,0,0.0,82.8
0,0,1,0.703757225,30.52941176
0,1,1,0.0,53.0
0,0,0,2.473476298,147.6666667
0,0,0,0.0,49.81818182
0,0,0,0.258858965,352.75
0,0,0,0.737134208,110.1111111
0,1,0,0.68271028,107.0
0,0,1,2.0,113.3333333
0,0,0,0.541111111,135.0
0,0,0,0.888686131,44.893358405
0,0,0,0.423232908,28.76666667
0,0,0,0.953655352,76.6
0,0,0,0.0,46.28571429
0,0,0,0.0,44.92307692
0,0,0,0.239351245,138.7272727
0,1,1,1.0,21.53846154
0,0,0,0.61489899,45.69230769
0,0,0,1.21547421,40.06666667
0,0,0,2.501712329,73.0
0,0,1,0.0,43.5625
0,0,0,0.798360656,130.7142857
0,0,0,0.906327543,27.79310345
0,0,1,0.351878613,259.5
0,0,0,0.0,50.66666667
0,1,1,1.0,16.0
1,0,0,4.333474576,59.0
0,0,0,1.937665782,125.6666667
0,0,1,0.5151622,25.78181818
0,0,1,1.0,45.6
0,0,1,0.691761364,50.28571429
0,0,0,1.0,38.923127946
0,0,0,0.924683544,197.5
0,1,1,1.367977528,15.25714286
0,0,1,0.0,39.57142857
0,0,0,1.0,117.5
0,0,1,1.395415473,130.875
0,0,1,1.020251397,42.11764706
0,0,0,0.993877551,183.75
0,0,1,0.967549669,377.5
0,0,0,1.598468271,18.28
0,0,0,1.892487047,24.125
0,0,1,0.29068842,251.3
0,0,0,0.426196033,107.125
0,0,1,2.231670061,35.07142857
0,0,0,0.678903346,38.42857143
0,0,0,0.890853659,24.11764706
0,0,0,2.009628611,80.77777778
0,0,0,2.049088359,54.84615385
0,0,0,0.0,38.93548387
0,0,1,1.0,22.25
0,0,0,2.0,6.140138855
0,0,1,3.413551402,23.77777778
0,1,1,1.544397463,67.57142857
0,0,1,0.0,200.5
0,0,0,0.194178628,94.05
0,1,0,0.974,93.75
0,0,1,2.209173387,8.131147541
0,0,0,1.0,6.428571429
0,0,0,0.0,18.16666667
0,1,0,0.0,14.14285714
0,0,0,0.0,147.6666667
0,0,0,0.0,16.695778058
0,0,0,1.187804878,125.291008083
0,0,0,0.0,65.83333333
0,0,1,1.430483029,85.11111111
0,0,0,0.857394366,213.0
0,0,0,0.0,7.8125
0,0,0,1.328181818,137.5
0,1,1,2.213636364,82.5
0,0,1,0.918867925,99.375
0,0,1,2.0,66.0
0,0,0,1.35528757,67.375
0,1,0,1.0,174.0
0,0,1,0.649911032,374.6666667
0,0,0,0.782958199,109.7647059
0,0,0,0.921185372,113.2857143
0,0,1,1.554255319,156.6666667
0,0,0,0.0,42.25
0,1,1,4.0,29.6
0,0,0,0.288507109,158.25
0,0,0,0.220828295,165.4
0,0,0,0.483134921,31.5
0,0,0,0.0,285.0
0,0,0,0.768947368,29.6875
0,0,1,2.0,189.0
0,0,0,0.0,278.634423157
0,0,0,1.091384462,55.77777778
0,0,0,1.424902471,192.25
0,0,0,0.0,302.5
0,0,1,0.307708509,84.78571429
0,0,0,0.0,21.0
0,0,1,0.0,16.05882353
0,0,0,0.995231608,183.5
0,0,0,2.0,117.5
0,1,0,0.0,314.5
0,0,0,1.220211581,149.6666667
0,0,0,1.170673077,41.6
0,0,0,3.246666667,10.0
0,0,0,0.230878635,79.1
0,0,0,0.920025189,30.53846154
0,0,0,2.0,43.2
0,0,1,0.535557185,682.0
0,0,0,0.243013972,44.20588235
0,0,0,1.290636042,37.73333333
0,0,0,0.490707568,248.1111111
0,0,0,1.0,43.0
0,0,0,0.0,199.0
0,1,0,2.0,36.25
0,0,0,0.73937247,82.33333333
0,0,0,1.560897436,46.8
0,0,0,0.406284761,119.8666667
0,0,0,0.304628857,79.93333333
0,0,0,0.511793554,133.8125
0,0,0,0.334478022,39.0
0,0,0,0.956151832,36.38095238
0,0,0,0.0,36.75
0,1,0,0.346537002,105.4
0,0,0,0.785483871,93.0
0,0,1,0.0,15.08333333
0,0,1,1.046561605,77.55555556
0,0,1,0.0,10.7826087
0,0,0,0.0,90.0
0,0,0,0.0,71.7
0,0,1,0.75464876,96.8
0,0,0,2.536458333,39.27272727
0,0,0,0.0,351.3333333
0,0,0,0.673271889,108.5
0,0,0,0.300370066,30.4
0,0,0,0.0,90.875
0,1,0,0.588164251,41.4
0,0,0,0.460786375,792.6666667
0,0,1,0.0,18.0
0,0,1,0.775477707,235.5
0,0,1,0.0,36.66666667
0,0,0,0.0,23.83333333
0,1,0,0.0,424.3333333
0,0,0,1.143789144,63.86666667
0,0,1,0.0,47.5
0,0,1,0.690453686,44.08333333
0,0,0,0.732943144,62.29166667
0,1,0,0.355301556,85.66666667
0,0,1,0.510839161,357.5
0,0,1,1.0,11.0
0,0,0,1.0,91.534226261
0,0,0,2.0,8.625
0,0,0,0.722313777,94.8125
0,0,0,4.0,67.0
0,0,0,1.0,82.0
0,0,1,0.0,103.9
0,1,1,0.189641745,963.0
0,0,0,1.0,17.375
0,0,0,3.0,20.92857143
0,1,0,0.0,85.5
0,0,0,0.159637238,572.0
0,0,1,1.309139785,79.71428571
0,0,1,0.898523985,58.07142857
0,0,0,2.26863354,10.85393258
0,0,0,0.718996063,101.6
0,0,0,2.0,60.0
0,0,1,0.0,83.4
0,0,0,0.0,91.4
0,0,0,0.975734639,30.35135135
0,0,0,0.0,131.3333333
0,0,0,0.41934558,58.06666667
0,0,0,0.0,160.0
0,0,0,0.0,189.5
0,0,1,3.0,7.475
0,0,0,1.0,24.57142857
0,0,0,0.0,66.632336001
0,0,1,0.0,147.124312191
0,0,1,0.0,362.0
0,0,0,0.0,63.5
0,0,0,0.647606383,35.25
0,0,1,0.61283557,37.25
0,0,0,1.0,53.16666667
0,0,0,0.0,65.8
0,0,0,0.875899281,69.5
0,0,0,0.223257946,109.0666667
0,0,0,1.0,26.3
0,1,1,0.0,138.0
0,0,0,0.636324042,42.51851852
0,0,1,0.0,19.456696508
0,0,0,0.557633588,31.95121951
0,0,0,0.0,72.5
0,1,0,1.0,23.66666667
0,0,0,0.789900519,72.25
0,0,0,2.0,9.952380952
0,0,0,0.0,26.33333333
0,0,0,0.694391635,263.0
0,0,0,1.0,45.5
0,0,0,0.447610294,11.82608696
0,0,0,0.195529979,186.8
0,0,1,0.718996063,72.57142857
0,0,0,1.0,18.47368421
0,1,0,1.110182371,61.6875
0,0,0,0.0,19.45301501
0,0,0,0.52629683,77.11111111
0,0,0,0.0,211.0
0,0,0,0.0,802.0
0,0,0,0.762207846,95.84
0,1,0,0.0,55.0
0,0,0,0.718289086,508.5
0,0,1,2.0,31.33333333
0,0,0,0.151618929,803.0
0,1,0,0.328757876,101.0
0,0,0,0.902594728,57.80952381
0,0,0,0.0,142.5
1,0,0,2.0,23.16666667
0,0,1,0.0,282.0
0,0,0,0.0,162.25
0,0,0,0.553409091,146.6666667
0,0,0,0.252070393,120.75
0,0,0,1.0,48.33333333
0,0,0,0.0,114.0
0,0,0,1.64083558,21.0
0,0,0,0.0,128.2222222
0,0,0,0.0,63.896977425
0,0,0,1.163957935,112.0714286
0,0,0,0.0,11.5
0,0,0,0.173597909,161.8461538
0,0,1,1.21345515,46.30769231
0,0,0,0.0,161.3333333
0,0,0,0.706479691,86.16666667
0,0,0,1.0,20.4375
0,0,0,1.850929054,65.77777778
0,0,1,1.760240964,46.11111111
0,0,0,0.0,78.8
0,0,0,0.302609776,104.9565217
0,0,0,0.875899281,37.90909091
0,0,1,1.756009615,46.22222222
0,0,0,0.447610294,54.4
0,0,0,1.0,33.85714286
0,0,0,0.0,20.9
0,0,0,0.0,42.0
0,0,0,0.0,128.595255309
0,0,0,0.0,94.66666667
0,0,0,0.447062424,408.5
0,1,1,0.157911803,771.0
0,0,0,0.0,20.69230769
0,1,0,0.0,80.75
0,0,0,0.0,55.64705882
0,1,1,2.148529412,102.0
0,1,1,0.306160939,170.4285714
0,0,0,0.34135514,152.8571429
0,0,0,0.787176724,22.0952381
0,1,1,0.0,18.21428571
0,0,0,0.934143223,48.875
0,0,0,2.0,26.55555556
0,0,0,0.353239845,60.82352941
0,0,0,0.325825156,36.16129032
0,0,0,0.0,58.0
0,0,0,0.0,171.5
0,0,1,0.0,61.0
0,0,0,0.0,12.61702128
0,0,0,0.0,192.2
0,0,0,2.809615385,43.33333333
0,1,1,0.0,44.625
0,1,0,2.0,14.86363636
0,0,0,1.632402235,74.58333333
0,0,0,2.0,21.0
0,0,1,1.083827893,252.75
0,0,0,0.832004556,39.90909091
0,0,0,1.598468271,457.0
0,0,0,0.29719284,409.6666667
0,0,1,2.0,181.0
0,0,0,0.0,33.90909091
0,0,0,0.231463878,315.6
0,0,0,0.444613512,25.191804057
0,0,0,0.0,950.5
0,0,0,0.828231293,36.75
0,0,1,1.0,11.61290323
0,0,0,0.648756661,43.30769231
0,0,1,1.0,11.0
0,0,0,0.0,63.25
0,0,1,0.0,6.0
0,1,0,2.0,229.0
0,0,0,2.0,80.5
0,0,0,0.299630845,110.8181818
0,0,1,1.0,9.428571429
0,1,0,0.897420147,33.91666667
0,0,1,0.569812793,106.8333333
0,0,0,1.111872146,39.81818182
0,0,1,1.963709677,124.0
0,0,0,0.0,46.5
0,0,0,0.481860158,84.22222222
0,0,1,0.0,202.5
0,0,0,0.275244913,66.35
0,0,0,0.346537002,105.4
0,0,0,1.0,45.5
0,0,0,0.0,38.4375
0,1,0,1.704121306,128.6
0,0,0,0.0,145.808336641
0,0,1,0.689150943,44.16666667
0,0,0,1.83235786,119.6
0,0,0,1.629125781,37.36666667
0,0,0,3.115138593,58.625
0,0,1,1.396749522,17.43333333
0,1,0,1.012707948,25.76190476
0,0,0,1.838506711,298.0
0,0,0,0.432760664,44.42105263
0,1,0,0.32846223,55.6
0,1,1,0.307708509,84.78571429
0,0,0,2.0,27.58333333
0,0,0,0.202130603,95.10526316
0,0,0,0.0,317.373113923
0,0,0,0.0,30.4
0,1,1,0.178606357,120.2941176
0,1,0,1.0,13.25
0,0,0,1.0,13.16666667
0,1,0,0.467669654,32.54166667
0,1,0,0.0,17.54545455
0,0,0,1.0,96.067118311
0,0,0,0.0,53.0
0,1,1,0.368939394,110.0
0,0,0,0.0,72.463091133
0,0,1,0.0,8.346153846
0,0,0,2.331382979,117.5
0,0,1,0.43794964,417.0
0,0,0,0.546781437,83.5
0,0,0,1.27486911,143.25
0,0,1,2.0,16.311385141
0,0,0,1.0,25.57142857
0,1,0,0.898523985,37.81395349
0,0,0,1.0,15.63636364
0,1,0,1.455179283,20.08
0,0,0,1.163216561,78.5
0,1,1,0.0,109.956866901
0,1,1,0.561923077,92.85714286
0,0,0,0.0,21.88888889
0,0,1,1.0,51.5
0,0,0,0.309271804,196.8333333
0,0,0,0.0,28.33333333
0,0,0,1.519764216,90.125
0,0,1,1.333029197,32.23529412
0,0,0,0.957823427,76.26666667
0,0,0,1.0,23.66666667
0,0,0,1.974324324,74.0
0,1,1,2.0,59.83333333
0,0,0,0.374423373,75.03846154
0,1,1,0.0,26.6
0,0,0,0.624358974,45.0
0,1,0,0.0,55.25
0,1,0,0.379677755,52.0
0,0,0,0.331442831,551.0
0,0,0,0.314058469,50.56521739
0,0,0,0.0,58.16666667
0,0,1,0.63966725,142.75
0,0,0,2.0,24.431305642
0,0,0,1.072162427,102.2
0,0,1,1.239536199,63.14285714
0,0,0,3.885638298,53.71428571
0,0,0,0.0,110.0769231
0,0,0,3.246666667,37.5
0,0,0,0.629741379,82.85714286
0,0,0,0.907453416,53.66666667
0,0,0,0.315414508,231.6
0,0,1,0.0,20.55555556
0,0,0,0.469171484,778.5
0,0,1,0.327578475,159.2857143
0,0,0,0.912364696,150.125
0,0,0,0.0,148.721401819
0,0,1,0.0,62.0
0,0,1,0.0,138.3333333
0,0,0,2.048130841,26.09756098
0,0,0,0.607400222,39.2173913
0,0,0,1.147382199,477.5
0,0,0,2.0,110.0
0,0,1,0.281394453,185.4285714
0,0,0,0.0,136.184849978
0,0,0,0.0,54.6
0,0,0,0.709223301,34.33333333
0,1,0,0.794021739,76.66666667
0,0,0,3.189956332,114.5
0,1,0,0.0,126.770746304
0,0,1,1.0,13.83333333
0,0,1,1.337212343,61.67741935
0,0,0,0.65692446,37.06666667
0,0,1,1.0,56.2
0,0,0,2.0,35.57142857
0,0,0,0.682391406,112.6842105
0,0,0,1.0,37.0
0,0,0,1.129057187,58.81818182
0,0,0,0.319553806,571.5
0,0,1,1.0,26.4
0,0,0,1.0,18.78947368
0,0,0,0.613865546,28.33333333
0,0,1,3.088794926,26.27777778
0,1,0,1.0,63.0
0,1,0,0.30796796,35.270984144
0,0,1,0.715475024,680.6666667
0,0,0,1.352777778,90.0
0,0,1,0.573390895,85.01507631
0,0,0,0.725422046,29.61764706
0,1,0,0.359852217,84.58333333
0,0,0,1.323369565,138.0
0,0,0,1.0,12.0
0,0,0,1.706775701,29.18181818
0,1,1,2.0,28.85714286
0,0,0,1.0,30.71428571
0,1,1,1.0,46.66666667
0,0,0,0.0,56.57142857
0,0,0,0.0,103.3333333
0,0,0,0.461174242,31.68
0,0,0,0.7305,41.66666667
0,0,1,3.0,44.0
0,0,0,0.954901961,21.85714286
0,0,1,0.0,104.8
0,0,0,2.0,21.14285714
0,0,0,0.0,0.5
0,0,0,0.645888594,66.52941176
0,0,0,1.015994437,102.7142857
0,0,0,0.0,67.11111111
0,0,0,0.420794931,48.22222222
0,0,0,0.294794189,64.578754832
0,0,1,1.211442786,54.81818182
0,0,0,0.0,27.66666667
0,0,0,2.513188073,43.6
0,0,0,0.0,21.8
0,1,1,0.0,52.0
0,0,0,2.0,19.90909091
