usage_hours,baseline_error,patch_v1,post_patch_error,patch_v2,failure,random_noise
4577,0,0,1,0,0,-0.5158353185841643
1841,0,0,1,1,0,0.25326294591769244
3788,0,0,0,0,1,0.3525539275835807
3846,0,0,1,0,0,-0.6274049131825084
997,0,0,1,0,1,-0.8250419588900675
4123,0,0,1,0,0,1.2113757217962664
816,1,0,1,1,0,0.10766875570499862
4067,1,0,1,0,0,-2.271704517999402
4121,1,0,0,0,0,1.2175110583523068
3315,0,0,1,0,0,-0.5971430533412874
490,0,1,0,1,1,0.06674032292987171
3984,0,0,1,0,1,0.3748642791343642
1799,1,1,0,0,0,-1.4836834422611274
3137,0,0,0,0,0,-0.2888025075197235
332,0,0,1,0,0,1.3175740923339654
2026,1,0,0,1,1,1.0893593960017278
3231,0,0,0,0,0,-0.2903592468833351
3406,0,1,0,0,0,0.7158337917644441
2824,0,0,1,0,1,0.8475249529597111
4901,1,0,0,0,1,0.7965014428261247
333,1,1,1,1,1,-1.1460254274828001
1491,0,0,0,0,1,1.6411502702394773
2992,0,0,0,0,1,-0.46384265965577615
1355,1,1,0,0,0,0.10933684275588028
2638,0,0,1,0,0,-0.3512808023811943
3790,1,0,0,1,0,0.2297611284893485
989,1,0,1,0,0,-0.8642643939609878
4787,0,0,0,0,0,-0.22512292652613564
845,0,0,0,0,0,0.18275717868582647
1819,1,0,1,0,0,1.2246489782521714
527,0,1,1,0,1,1.103928479007024
831,0,1,0,1,1,1.1545530187793256
899,1,1,0,1,0,0.868652241262221
4397,0,0,1,0,0,1.846675362544994
935,0,0,1,1,1,-0.2901409028172282
234,0,1,0,1,1,-0.1577681802896196
2638,1,1,0,0,1,-0.19894294382880132
3818,0,0,0,0,0,-0.06113075899787062
140,1,1,0,0,1,-1.436220711515245
3467,1,1,1,0,1,0.26476078826732596
2515,0,1,0,1,0,0.49605502445178673
2140,0,1,0,0,0,-0.2574067803183537
4439,0,0,0,0,0,-1.7573406370728761
3049,1,0,1,0,1,0.021430571375766864
4361,1,0,1,1,0,-1.2947067536141774
3566,1,0,0,0,0,0.4273110867538856
3188,0,0,0,0,1,0.11931163387079047
4923,1,0,1,0,0,0.21737212669430983
1215,0,0,1,1,1,-1.0610366732321852
4678,1,1,0,1,1,1.2615837655217357
2690,1,0,0,0,0,0.17020919587427416
3673,0,0,0,1,1,-0.9142373214771304
3078,0,0,1,0,0,0.5796416488589671
2547,1,0,1,1,0,0.09773538609371424
1330,1,0,0,0,0,1.836917006279145
2766,0,1,0,0,0,-0.5528744581546791
4954,0,0,0,0,0,-1.2475334381420273
4358,1,0,0,0,1,0.2893467109439805
2694,0,1,0,0,1,1.0122258691366426
3530,0,0,1,0,1,2.322969042422301
3017,0,0,0,0,0,3.418612179369151
3052,0,0,0,0,1,-1.552048455889833
2095,1,0,0,0,0,-0.13523763564072158
3991,1,0,0,1,1,-1.2442127433573758
406,1,1,1,0,0,-0.24738378738048478
1462,0,0,1,1,1,2.4772437422875146
2202,1,1,0,0,1,-0.8197113279120857
3130,0,0,1,0,0,-0.021951343835832218
432,0,1,0,0,0,-0.5808613300603638
2852,1,1,0,1,1,-1.0032957548949382
342,0,1,0,0,0,1.7927900023432533
1984,1,1,0,0,1,-1.5392573718123395
1532,0,0,1,0,0,-0.08251373832069059
2650,1,0,1,1,1,0.08796320752316432
402,0,0,1,1,1,-0.03304988873060463
4430,0,0,0,0,1,-0.3157088417309406
3209,0,0,0,0,1,1.6143429169177017
2286,1,0,1,1,0,-2.111881181613647
4390,1,0,0,0,1,0.43645174381965757
1650,1,1,0,1,1,0.4809993324896235
1892,1,1,1,0,1,0.28698976240150104
746,1,0,1,0,0,-0.8308438566907933
4756,0,0,0,0,1,1.20503107565091
812,0,0,1,1,1,1.1549802291978915
4608,1,0,0,0,1,-0.8660887572058659
637,1,0,1,0,0,-1.197882891911156
334,1,1,1,1,1,-1.3911026326737632
2496,0,0,1,0,0,0.22540516198220312
1604,0,0,1,0,0,0.04678203938819044
1474,1,0,0,0,1,-0.36110791808183107
4611,1,0,0,0,0,2.0813173000325547
2009,0,0,0,0,1,-0.4610843653573936
1015,1,1,1,0,1,0.1874998896477008
4058,1,0,1,0,0,-0.19430556141545238
180,0,1,1,1,1,1.963118035161042
2183,1,0,1,0,0,-1.9896673106271427
2788,1,1,0,1,1,-0.309909965304401
1790,1,0,0,0,1,0.6142554880940652
856,1,0,1,0,1,-0.22238822782789122
2770,1,0,1,0,1,-1.3043326181804393
3851,0,0,1,1,1,0.17659703390572892
3652,0,0,1,1,1,-1.6213235394653875
567,0,0,1,0,0,0.6702348405917594
1594,0,0,0,0,1,-0.41326291892669814
1119,0,0,1,1,1,-0.5814719582977769
1001,0,0,0,0,0,1.0461561652233773
772,0,0,0,0,1,-1.0032242011017685
538,0,1,1,1,1,-1.5424665562167532
4322,1,0,0,0,1,-0.9104825894324762
2176,0,1,0,1,1,2.047000656773481
544,1,0,1,1,1,-1.0036875824704325
1065,1,0,1,0,0,0.3655233693761782
3890,0,0,0,0,1,0.8433532839147059
563,1,1,0,1,1,-0.9397499346317001
2298,1,1,1,0,0,-0.9384544985271531
2387,0,0,1,1,1,0.18015863495359583
3865,0,0,1,0,0,0.22532221740090747
3276,0,0,1,0,1,1.347617085802308
4108,0,0,1,0,0,-0.7692314244153692
3604,0,1,0,0,1,-0.37725351210242913
1012,1,1,0,0,0,2.838396355664127
596,1,0,1,0,1,-1.7926252324352787
1563,1,1,1,0,1,-1.9976881434855942
4353,0,0,1,0,0,-1.3830409756125588
4367,0,0,0,0,1,1.1016055076441693
593,0,0,0,0,0,-0.4382849323427648
1526,0,0,0,1,1,-0.4386467275945946
1792,0,0,1,1,1,-0.9652226699420925
1893,1,1,0,1,1,0.9184183045720634
2823,0,0,0,0,1,-1.3675537562510196
758,1,1,0,1,1,-0.5815019529945471
4861,0,0,1,0,1,-0.925642430695656
4562,1,1,0,0,0,-2.672272798201278
649,1,1,0,1,1,-0.47823894902522396
742,1,0,0,0,1,-0.05917911081044439
4450,0,0,0,0,1,-0.7755218493785112
307,1,1,1,1,1,-0.2682750252064825
2597,1,0,0,0,1,-0.2426261055141157
4290,1,0,1,0,1,-0.13302567596422354
1983,1,1,0,0,0,-1.0540484953168217
2986,1,0,1,0,0,-1.1114895688524036
577,0,1,0,1,1,0.046946501049352746
861,1,0,0,0,0,-1.4760876378032939
289,1,0,0,1,1,-0.21412503109424655
855,0,1,0,0,0,1.6354906236171627
1546,0,0,0,0,1,-0.03882348669745675
1763,0,0,0,1,0,-1.8265667376699435
1935,1,1,0,1,0,0.17981821480148033
4328,0,1,0,0,0,0.8184903662307974
4250,0,1,0,0,0,-0.7953170645143626
4160,0,0,1,0,0,-0.2989532779561789
4705,1,0,1,0,0,-0.8776887790858413
4865,0,0,1,0,0,-0.4621816565815953
3712,1,0,0,0,0,-0.6655463166950208
1789,0,1,0,1,1,0.435668518641492
1416,1,1,0,0,1,1.6582623606087885
4929,1,0,1,0,0,0.05721545011006496
3286,0,0,0,0,1,-1.541742578298416
4120,0,0,1,0,0,2.5294333022041657
4454,1,0,0,0,0,0.582898611744406
1245,0,0,1,0,0,0.7864704390638965
4494,0,0,1,0,1,-0.06372615035274871
660,1,1,0,1,1,0.23272917467605314
2012,1,1,1,1,1,-0.34182586888237204
1964,1,0,0,0,0,0.9036959089026498
396,0,1,0,1,1,-0.4774033283482629
2509,0,1,0,1,1,0.48937442055702185
2736,0,0,1,0,0,0.9694037164570608
1561,1,0,1,0,0,1.2459348857769266
4392,1,0,1,0,0,1.0319426969691123
2368,1,0,0,1,1,-1.0235987781597666
1094,0,0,1,0,0,1.5727461833028664
107,1,0,1,1,0,0.6642589578404354
2691,0,1,0,1,1,0.3055932836113409
2615,0,1,1,0,0,0.42087675793214857
4515,1,1,1,0,0,-0.15838989451005403
1517,0,1,0,1,0,-0.46662186348476925
2416,1,1,1,0,0,-0.36850521215610155
4032,1,1,1,0,0,1.2881272885397144
1387,1,0,0,1,1,0.08105184764989837
2944,1,0,1,1,1,0.28171788512867446
1218,1,1,0,1,1,0.06014197592719535
652,1,0,0,0,1,-0.667924930391628
760,0,0,0,1,0,-2.1468209321668206
815,0,0,1,0,1,0.7687201142026477
3685,1,0,1,0,1,0.6627776501472367
3861,1,0,1,0,0,-0.011455886898284336
2629,1,1,0,1,0,-1.0902377091303943
4070,0,1,0,0,0,1.8208188803400989
3507,0,0,1,1,0,-0.341151904501785
1558,0,1,0,1,1,0.2482515016025976
3367,1,0,0,0,0,-0.7031483299280347
954,1,1,1,1,1,-1.3497186363268636
4860,1,0,1,0,0,0.5896329604694052
3637,0,0,1,1,1,-1.5008085638250308
1997,0,0,0,0,1,0.22903842803288998
372,1,1,1,1,1,0.23194321659616512
4187,1,0,0,0,0,-1.1197632046528996
1372,0,0,0,0,0,-1.296417019073638
4474,1,1,0,0,1,-0.7704357040571043
4119,0,0,1,0,0,-0.627560519337802
915,1,1,1,0,0,-1.5297344781621638
4471,1,0,1,0,1,-1.1251412064715562
1022,1,0,0,0,0,0.07590510564248618
4837,1,0,1,0,0,1.9896233197859403
4700,0,0,1,0,1,1.007648027585613
4967,1,0,1,0,0,0.1605197636034175
1364,1,1,1,0,1,1.1283418673281178
3824,1,0,1,0,0,1.155463444032668
2887,1,1,0,0,1,-0.3049799427347158
2822,0,1,1,0,1,0.25789583892771883
4323,1,0,0,1,1,0.977897895716481
2650,1,1,1,1,1,1.1144725305479388
3049,0,0,1,0,1,1.1240726106125611
1773,1,0,0,0,0,-1.0270107371041115
4687,0,0,1,0,0,1.1750515732605733
3192,0,0,1,1,1,1.8580769095349603
2938,0,0,1,0,1,1.4934277498589466
1766,1,1,0,1,0,-1.0855220498019567
4611,1,0,1,0,0,-1.3369763063635876
2295,1,1,0,0,0,0.46522568269359166
1484,1,0,1,0,1,1.4748339702164097
4503,0,1,1,1,0,0.2261679845168741
4054,0,0,1,0,0,-0.23497783215533918
2999,0,0,1,1,0,-0.09018899992451593
160,1,0,1,1,0,1.0204921999415826
4047,1,0,1,1,1,-0.32160757971258463
2390,0,0,1,1,0,0.4809546567332921
572,1,1,0,1,1,-0.13036310131461112
1058,1,1,0,0,0,-0.8883379856704551
632,0,1,1,1,1,-0.9666911156806918
593,1,1,0,1,1,0.5253093141899636
181,1,1,0,1,0,-2.705403632495093
3070,1,0,0,1,1,0.4792627338280566
111,0,1,0,0,1,-0.17061995770419122
4644,1,0,0,0,0,0.9460831299162104
861,1,0,1,1,0,0.6014641980201434
3285,0,1,0,0,1,0.044620925800648865
125,1,1,0,0,0,-1.0673646082592771
1906,0,0,1,0,0,-1.0132356955843047
4257,1,0,1,0,0,-0.6449650528544839
4424,1,0,0,0,0,0.8685942458880155
4802,1,0,1,0,0,1.7687051231550428
3759,0,0,0,0,1,0.32989116388467504
1625,0,0,1,1,1,-0.5892189387075518
860,0,0,0,0,1,-0.48502414034909636
694,0,0,0,1,1,-0.4390087332438324
1155,0,1,0,1,1,1.040114514441264
1954,1,1,0,1,1,-0.45858596778785604
3183,0,1,0,0,0,-0.04368682661009883
4016,1,1,0,0,0,1.3447985487000405
3775,0,0,0,0,1,-0.5674776914516717
2148,1,0,0,1,1,0.5570605720300378
1558,1,1,0,0,1,0.900454952780288
1319,1,1,0,1,1,0.06344197536631992
4328,1,0,0,0,0,1.9541178007911726
4281,0,1,1,0,0,1.6654532198322556
1599,0,0,0,0,1,0.26309708300020745
1930,0,0,0,1,1,-0.8038168584562375
3495,0,0,1,0,0,-0.7565586120386898
1303,1,0,1,1,0,0.21264119084764455
4370,0,0,0,0,0,-1.0900305490467894
2910,1,0,1,1,0,0.2689419627492708
3192,0,0,1,0,0,1.6880955436135636
3144,1,0,1,0,0,0.062486768781512506
4773,1,1,1,0,0,-0.018947772060288526
3614,0,1,1,0,1,0.85319306617687
1898,0,0,1,0,0,0.5248355594766583
2675,1,0,0,1,1,-1.1483107875154437
244,1,1,0,0,1,-0.4552341747476113
4957,0,0,1,0,0,1.893954323518528
4026,0,0,0,0,1,0.32544518827646685
1477,1,0,1,0,0,-1.0064333071717706
3246,1,1,0,0,0,-0.191845783812055
1925,0,1,0,0,1,-1.7825872665529896
893,1,1,0,1,1,-1.8575220344892458
1701,1,1,0,0,0,0.9822712353716161
4514,1,0,1,0,0,-0.004471669429406306
1210,1,1,1,1,0,0.5188768838638564
4153,1,0,1,0,1,1.1578849115841738
4893,0,0,1,0,0,0.3394738577519713
4037,1,0,1,0,1,0.7331020617774338
4063,0,0,0,0,0,0.2573091041367319
882,1,0,1,1,1,1.286398085830464
1216,0,1,0,0,0,1.7734473394018686
1850,1,1,0,1,1,0.1995706895180897
2676,0,1,0,0,0,0.15763596527298554
4127,1,0,0,0,1,0.3201600117299804
3436,0,0,1,0,1,-0.10552532806532919
4487,1,0,1,0,0,-0.4002804790096892
1587,1,0,0,1,1,1.0483360942807385
3975,1,0,1,0,1,-0.3989296949996765
3731,1,0,1,0,0,-0.4566047775607687
4292,0,0,1,0,0,0.8983702541906208
4058,1,0,1,0,0,0.9751095905173741
3497,1,1,0,0,0,2.3334715358969236
173,1,1,0,1,1,1.2196638509424194
1459,1,0,1,0,1,0.8270276008308057
1191,1,0,1,0,1,0.971344228736389
4953,0,0,0,0,0,-0.14788360602365075
2041,1,0,1,1,0,0.5622150368983928
3248,1,0,1,0,0,0.609641932500437
4403,1,0,0,0,0,-0.5420720265396033
1344,1,0,1,0,1,-0.048944402943252543
1385,0,0,1,0,0,0.9523924063654711
4605,0,0,1,0,0,-0.01850927951423524
3136,0,0,1,0,0,0.6115715502997575
870,0,0,1,1,0,0.8967974826053006
1943,1,0,1,0,1,0.850143399158207
173,1,0,1,0,1,1.730650301681981
1760,0,1,0,1,1,-0.5812815021264056
4449,0,0,1,0,1,1.6425186064864346
919,1,1,0,1,1,0.4742762861027912
3918,1,0,1,1,0,0.8340480484750992
431,1,1,0,1,1,0.6969517198219655
1521,1,0,0,0,0,0.6463536851601984
3755,1,0,1,0,0,-0.6373710179711651
1791,0,0,0,0,1,0.7972856591604187
4650,0,0,0,0,1,-1.4388314183678053
4508,0,0,1,0,0,2.0952660564375973
327,0,0,0,1,1,0.38181954994458805
2981,1,0,1,0,1,1.159970666641481
2965,1,0,0,1,1,0.6818173582971742
2675,0,0,0,0,1,0.036585008966342834
4622,0,0,1,1,0,-0.5407495649382028
564,0,0,1,0,0,-0.730337234011888
377,1,1,0,0,0,0.7793665143778102
4214,1,0,0,1,1,0.7269921150487964
165,0,0,1,0,0,0.5584484838729614
4362,0,0,0,0,0,-0.11776619984627364
502,1,1,0,1,1,0.41323591510557117
4083,1,0,0,0,0,-0.4228533983407187
4604,0,0,0,0,0,-0.6808226773719577
3578,1,1,1,0,0,-0.27732476564192987
3544,1,1,1,1,0,-0.23333032725571268
4792,0,0,0,0,1,1.464202631182478
4519,0,1,1,0,0,-1.3650300479038122
3139,0,0,0,0,1,-0.03303090898673843
1537,1,1,1,1,0,0.6323463827421034
528,1,1,0,1,1,1.9855345078343805
2782,1,1,1,0,0,-0.6074342260785449
2877,1,0,0,0,0,-1.1159177072462396
3478,1,1,1,0,1,0.7229986580384247
492,1,1,1,1,1,0.16485801047263063
4641,1,0,1,0,1,-0.2207980831332786
441,0,0,0,1,0,0.437627893798131
232,1,1,1,1,1,0.8618442070599982
364,1,1,1,1,1,0.7370399696387667
4288,1,0,0,0,0,0.3017266642206258
1785,0,0,1,1,1,1.3168054722841962
1534,1,0,1,1,0,0.19739523526427755
1760,1,1,0,0,1,0.04312088497064878
3917,0,0,0,0,0,0.7138917020931284
2454,1,1,1,1,0,-1.2605296229439318
365,0,0,0,1,1,0.6157552896451164
4841,1,0,0,0,0,-0.30321893177455866
1236,1,0,1,1,1,-1.3299853909380148
4649,1,1,0,0,0,0.425184479961616
1490,0,1,0,0,1,-0.4582725072937905
1212,0,0,0,0,1,-1.6144842886299493
2334,1,0,0,0,0,-0.8711399490827468
2966,0,1,0,0,0,1.6896513172037129
3168,1,1,0,1,1,-0.5566954688742749
2279,0,1,0,1,1,0.3229683850718643
734,1,0,0,1,1,-1.0841285676437977
3731,1,0,0,0,1,2.1009285972517695
1499,0,0,0,0,1,0.0693368084724879
4886,1,0,0,1,1,-0.6840537811011811
2839,1,0,1,0,0,0.8850943198783612
3270,1,0,1,1,1,2.0501993920500143
1965,0,0,1,0,0,-0.40825935073331365
2055,1,0,1,0,0,-0.7040447635104772
4777,0,0,1,0,0,2.2951606720535165
2318,0,0,0,1,1,-0.12267804375961402
